student_id,course_id,term,term_index,midterm_score,assignment_score,final_score,gpa,credits
STU12594,CS101,Spring 2025,3,43.4,45.3,44.0,1.76,3
STU12595,CS101,Spring 2026,5,54.2,52.7,53.7,2.15,3
STU12596,AI301,Spring 2024,1,51.3,67.6,56.2,2.25,4
STU12597,CS101,Spring 2025,3,62.4,59.5,61.5,2.46,3
STU12598,CS101,Spring 2026,5,60.8,60.2,60.6,2.42,4
STU12599,CS101,Spring 2025,3,42.2,50.0,44.5,1.78,4
STU12600,DB401,Spring 2025,3,38.1,42.1,39.3,1.57,3
STU12601,DB401,Fall 2023,0,60.4,55.9,59.0,2.36,4
STU12602,SE501,Fall 2023,0,56.0,57.9,56.6,2.26,4
STU12603,AI301,Spring 2026,5,49.8,54.8,51.3,2.05,3
STU12604,SE501,Fall 2025,4,53.3,40.1,49.4,1.98,4
STU12605,AI301,Spring 2026,5,60.7,58.7,60.1,2.4,4
STU12606,SE501,Fall 2025,4,41.2,50.3,43.9,1.76,4
STU12607,DS201,Spring 2025,3,56.5,53.0,55.4,2.22,4
STU12608,DS201,Spring 2025,3,50.0,57.4,52.2,2.09,3
STU12609,DB401,Fall 2025,4,46.0,42.3,44.9,1.8,3
STU12610,DS201,Fall 2025,4,59.3,60.4,59.6,2.38,3
STU12611,DB401,Fall 2025,4,55.0,55.4,55.1,2.2,3
STU12612,DS201,Spring 2026,5,75.3,71.7,74.2,2.97,4
STU12613,CS101,Fall 2024,2,48.7,40.0,46.1,1.84,3
STU12614,SE501,Spring 2025,3,56.2,60.4,57.5,2.3,3
STU12615,DS201,Fall 2024,2,65.3,62.3,64.4,2.58,3
STU12616,AI301,Fall 2023,0,43.4,53.6,46.5,1.86,3
STU12617,SE501,Fall 2025,4,75.9,74.5,75.5,3.02,4
STU12618,SE501,Fall 2023,0,57.8,57.1,57.6,2.3,4
STU12619,SE501,Fall 2024,2,59.8,62.1,60.5,2.42,3
STU12620,CS101,Fall 2023,0,61.2,57.4,60.0,2.4,4
STU12621,SE501,Spring 2026,5,69.3,69.2,69.3,2.77,3
STU12622,DB401,Spring 2026,5,57.7,49.5,55.2,2.21,4
STU12623,CS101,Fall 2024,2,44.9,49.3,46.2,1.85,4
STU12624,DB401,Fall 2023,0,61.5,53.8,59.2,2.37,4
STU12625,AI301,Spring 2026,5,49.8,54.2,51.1,2.04,4
STU12626,DS201,Spring 2024,1,73.2,71.6,72.7,2.91,4
STU12627,CS101,Fall 2024,2,48.1,44.8,47.1,1.88,3
STU12628,AI301,Fall 2023,0,49.0,46.7,48.3,1.93,4
STU12629,DB401,Fall 2024,2,65.1,67.3,65.7,2.63,3
STU12630,SE501,Spring 2024,1,49.2,51.3,49.8,1.99,3
STU12631,CS101,Spring 2025,3,54.6,52.5,54.0,2.16,4
STU12632,DS201,Spring 2024,1,42.7,38.5,41.4,1.66,4
STU12633,SE501,Fall 2023,0,46.2,40.3,44.4,1.78,4
STU12634,DS201,Spring 2026,5,60.4,48.7,56.9,2.28,4
STU12635,DS201,Fall 2023,0,63.0,69.2,64.9,2.6,3
STU12636,DB401,Fall 2025,4,53.6,55.1,54.1,2.16,4
STU12637,SE501,Fall 2025,4,51.6,57.8,53.4,2.14,3
STU12638,DB401,Fall 2024,2,59.0,64.0,60.5,2.42,3
STU12639,CS101,Spring 2025,3,49.8,55.0,51.4,2.06,3
STU12640,CS101,Spring 2026,5,66.8,64.5,66.1,2.64,4
STU12641,AI301,Fall 2023,0,57.2,57.9,57.4,2.3,4
STU12642,DB401,Fall 2024,2,48.4,43.4,46.9,1.88,3
STU12643,DB401,Fall 2024,2,56.5,59.3,57.3,2.29,4
STU12644,SE501,Fall 2023,0,70.0,70.9,70.3,2.81,4
STU12645,CS101,Spring 2026,5,51.2,53.6,51.9,2.08,4
STU12646,AI301,Fall 2024,2,58.9,58.3,58.7,2.35,3
STU12647,CS101,Spring 2026,5,55.8,61.5,57.5,2.3,3
STU12648,DB401,Fall 2025,4,50.1,47.5,49.3,1.97,3
STU12649,AI301,Spring 2024,1,47.6,42.9,46.2,1.85,3
STU12650,DS201,Spring 2025,3,76.7,84.3,79.0,3.16,4
STU12651,CS101,Spring 2025,3,59.5,62.2,60.3,2.41,4
STU12652,DB401,Spring 2026,5,57.4,55.7,56.9,2.28,3
STU12653,DB401,Fall 2024,2,49.9,41.8,47.5,1.9,3
STU12654,AI301,Spring 2025,3,63.7,61.6,63.1,2.52,4
STU12655,DB401,Spring 2024,1,46.5,35.6,43.2,1.73,3
STU12656,AI301,Spring 2026,5,60.7,56.0,59.3,2.37,3
STU12657,AI301,Fall 2023,0,33.1,30.8,32.4,1.3,3
STU12658,SE501,Fall 2023,0,47.9,51.1,48.9,1.96,3
STU12659,CS101,Fall 2025,4,63.9,63.8,63.9,2.56,4
STU12660,AI301,Spring 2025,3,48.9,44.5,47.6,1.9,4
STU12661,DB401,Spring 2025,3,49.2,55.1,51.0,2.04,4
STU12662,DS201,Fall 2025,4,59.0,53.6,57.4,2.3,4
STU12663,SE501,Fall 2025,4,42.2,32.2,39.2,1.57,4
STU12664,AI301,Spring 2026,5,47.3,51.6,48.6,1.94,4
STU12665,CS101,Fall 2023,0,66.6,64.4,66.0,2.64,3
STU12666,SE501,Fall 2025,4,48.4,52.0,49.5,1.98,4
STU12667,AI301,Fall 2023,0,47.8,44.0,46.7,1.87,3
STU12668,DS201,Fall 2025,4,46.1,42.4,45.0,1.8,3
STU12669,SE501,Spring 2025,3,39.7,33.6,37.9,1.52,3
STU12670,CS101,Spring 2026,5,80.5,81.4,80.8,3.23,4
STU12671,DS201,Spring 2026,5,51.0,54.5,52.1,2.08,4
STU12672,DB401,Spring 2025,3,57.3,62.2,58.8,2.35,3
STU12673,DS201,Fall 2023,0,48.5,55.8,50.7,2.03,4
STU12674,DB401,Fall 2025,4,52.1,54.7,52.9,2.12,3
STU12675,CS101,Spring 2026,5,66.3,61.2,64.8,2.59,3
STU12676,AI301,Fall 2024,2,46.8,53.2,48.7,1.95,3
STU12677,DS201,Spring 2025,3,49.9,50.7,50.1,2.0,4
STU12678,CS101,Spring 2024,1,64.0,68.4,65.3,2.61,4
STU12679,DS201,Spring 2025,3,49.4,47.3,48.8,1.95,3
STU12680,AI301,Spring 2025,3,48.6,49.3,48.8,1.95,3
STU12681,SE501,Fall 2025,4,58.7,59.4,58.9,2.36,3
STU12682,DS201,Fall 2025,4,67.5,62.0,65.8,2.63,3
STU12683,AI301,Spring 2026,5,41.4,32.4,38.7,1.55,4
STU12684,AI301,Fall 2023,0,53.1,51.0,52.5,2.1,4
STU12685,SE501,Spring 2025,3,41.8,49.1,44.0,1.76,3
STU12686,DS201,Spring 2025,3,42.9,41.6,42.5,1.7,4
STU12687,DS201,Spring 2025,3,66.4,66.4,66.4,2.66,4
STU12688,AI301,Spring 2026,5,37.8,37.5,37.7,1.51,3
STU12689,DS201,Spring 2024,1,32.7,37.6,34.2,1.37,4
STU12690,SE501,Spring 2024,1,62.5,56.6,60.7,2.43,3
STU12691,DS201,Fall 2024,2,64.3,68.4,65.5,2.62,4
STU12692,DS201,Fall 2024,2,60.2,59.3,59.9,2.4,4
STU12693,DB401,Fall 2024,2,72.6,72.5,72.6,2.9,3
STU12694,AI301,Spring 2026,5,68.0,70.2,68.7,2.75,4
STU12695,AI301,Fall 2025,4,42.9,42.5,42.8,1.71,4
STU12696,DB401,Spring 2025,3,57.3,58.8,57.8,2.31,4
STU12697,DS201,Fall 2024,2,45.8,42.7,44.9,1.8,3
STU12698,DS201,Fall 2023,0,36.0,41.9,37.8,1.51,4
STU12699,SE501,Fall 2023,0,41.6,42.2,41.8,1.67,4
STU12700,CS101,Fall 2025,4,44.2,49.2,45.7,1.83,3
STU12701,CS101,Spring 2025,3,51.7,54.4,52.5,2.1,4
STU12702,AI301,Fall 2024,2,57.2,61.8,58.6,2.34,4
STU12703,DB401,Spring 2026,5,48.2,52.8,49.6,1.98,3
STU12704,SE501,Fall 2023,0,53.6,54.9,54.0,2.16,3
STU12705,DS201,Fall 2023,0,49.8,54.4,51.2,2.05,3
STU12706,DB401,Fall 2023,0,42.6,44.7,43.2,1.73,4
STU12707,SE501,Fall 2025,4,61.0,71.1,64.0,2.56,3
STU12708,DS201,Spring 2024,1,67.5,68.3,67.7,2.71,4
STU12709,DS201,Spring 2026,5,34.5,36.5,35.1,1.4,3
STU12710,CS101,Spring 2025,3,65.3,69.1,66.4,2.66,4
STU12711,DS201,Spring 2024,1,47.5,45.1,46.8,1.87,4
STU12712,AI301,Spring 2024,1,67.4,71.8,68.7,2.75,3
STU12713,SE501,Spring 2025,3,63.7,61.7,63.1,2.52,3
STU12714,AI301,Fall 2024,2,29.4,30.0,29.6,1.18,4
STU12715,DB401,Spring 2026,5,76.7,74.4,76.0,3.04,3
STU12716,DB401,Spring 2025,3,60.0,48.8,56.6,2.26,4
STU12717,DS201,Spring 2025,3,40.6,42.7,41.2,1.65,4
STU12718,SE501,Fall 2023,0,55.9,56.1,56.0,2.24,4
STU12719,DS201,Fall 2023,0,66.4,66.9,66.6,2.66,4
STU12720,AI301,Spring 2026,5,51.0,53.6,51.8,2.07,3
STU12721,CS101,Fall 2025,4,47.7,47.6,47.7,1.91,3
STU12722,AI301,Fall 2023,0,64.7,68.3,65.8,2.63,3
STU12723,SE501,Fall 2023,0,61.3,58.3,60.4,2.42,4
STU12724,AI301,Fall 2023,0,50.6,44.9,48.9,1.96,3
STU12725,DS201,Spring 2024,1,61.1,60.0,60.8,2.43,4
STU12726,CS101,Spring 2025,3,67.2,68.1,67.5,2.7,4
STU12727,SE501,Spring 2026,5,59.4,61.0,59.9,2.4,3
STU12728,AI301,Spring 2025,3,63.7,65.2,64.2,2.57,3
STU12729,SE501,Fall 2023,0,36.7,48.5,40.2,1.61,3
STU12730,CS101,Spring 2025,3,53.7,43.1,50.5,2.02,4
STU12731,DS201,Fall 2025,4,49.6,51.1,50.0,2.0,4
STU12732,DB401,Fall 2025,4,36.3,34.3,35.7,1.43,4
STU12733,CS101,Spring 2024,1,65.1,68.4,66.1,2.64,3
STU12734,DS201,Spring 2026,5,61.0,63.3,61.7,2.47,4
STU12735,CS101,Spring 2024,1,44.8,43.7,44.5,1.78,3
STU12736,DB401,Spring 2025,3,41.4,36.0,39.8,1.59,3
STU12737,DB401,Spring 2024,1,49.9,47.5,49.2,1.97,3
STU12738,SE501,Spring 2025,3,60.3,58.9,59.9,2.4,4
STU12739,DS201,Fall 2024,2,62.1,56.3,60.4,2.42,4
STU12740,CS101,Fall 2023,0,45.6,50.6,47.1,1.88,4
STU12741,DB401,Fall 2025,4,36.0,42.7,38.0,1.52,4
STU12742,DS201,Fall 2024,2,64.5,60.8,63.4,2.54,4
STU12743,DB401,Spring 2026,5,59.6,50.6,56.9,2.28,3
STU12744,SE501,Fall 2023,0,63.1,60.3,62.3,2.49,4
STU12745,AI301,Fall 2025,4,54.5,47.0,52.3,2.09,4
STU12746,DS201,Fall 2024,2,58.1,61.2,59.0,2.36,4
STU12747,DB401,Spring 2025,3,56.7,53.1,55.6,2.22,4
STU12748,CS101,Fall 2024,2,53.6,45.6,51.2,2.05,4
STU12749,SE501,Fall 2023,0,58.4,52.3,56.6,2.26,4
STU12750,SE501,Fall 2025,4,49.3,42.3,47.2,1.89,4
STU12751,CS101,Fall 2024,2,59.8,63.4,60.9,2.44,3
STU12752,AI301,Fall 2024,2,45.4,41.4,44.2,1.77,3
STU12753,SE501,Fall 2025,4,56.6,55.8,56.4,2.26,3
STU12754,SE501,Fall 2023,0,73.0,73.4,73.1,2.92,3
STU12755,DS201,Spring 2025,3,67.7,62.0,66.0,2.64,3
STU12756,CS101,Spring 2024,1,62.4,54.7,60.1,2.4,4
STU12757,SE501,Spring 2026,5,59.9,58.6,59.5,2.38,4
STU12758,CS101,Spring 2024,1,62.7,68.7,64.5,2.58,4
STU12759,AI301,Fall 2025,4,74.5,71.8,73.7,2.95,3
STU12760,DS201,Fall 2025,4,62.1,71.7,65.0,2.6,4
STU12761,SE501,Spring 2026,5,39.9,38.0,39.3,1.57,4
STU12762,DB401,Fall 2024,2,51.7,46.4,50.1,2.0,3
STU12763,AI301,Spring 2026,5,44.7,41.7,43.8,1.75,4
STU12764,DB401,Fall 2025,4,62.7,51.9,59.5,2.38,4
STU12765,AI301,Spring 2025,3,50.8,53.0,51.5,2.06,3
STU12766,CS101,Spring 2025,3,54.9,53.3,54.4,2.18,3
STU12767,CS101,Spring 2025,3,57.4,53.4,56.2,2.25,3
STU12768,CS101,Spring 2026,5,45.3,53.1,47.6,1.9,3
STU12769,DB401,Fall 2023,0,47.7,44.8,46.8,1.87,4
STU12770,DS201,Spring 2026,5,80.9,84.9,82.1,3.28,3
STU12771,SE501,Spring 2024,1,59.9,59.2,59.7,2.39,3
STU12772,DS201,Spring 2024,1,52.3,56.7,53.6,2.14,4
STU12773,DB401,Spring 2024,1,59.7,61.3,60.2,2.41,3
STU12774,SE501,Spring 2026,5,48.7,51.3,49.5,1.98,3
STU12775,CS101,Fall 2025,4,38.1,35.6,37.3,1.49,4
STU12776,SE501,Spring 2025,3,69.3,70.4,69.6,2.78,3
STU12777,AI301,Spring 2025,3,48.9,47.0,48.3,1.93,4
STU12778,CS101,Spring 2025,3,38.0,31.8,36.1,1.44,4
STU12779,DS201,Spring 2026,5,44.5,39.3,42.9,1.72,4
STU12780,DB401,Fall 2023,0,55.0,52.3,54.2,2.17,4
STU12781,AI301,Spring 2025,3,57.8,58.8,58.1,2.32,4
STU12782,AI301,Spring 2024,1,48.0,50.8,48.8,1.95,3
STU12783,SE501,Spring 2025,3,67.4,72.3,68.9,2.76,3
STU12784,SE501,Fall 2024,2,41.1,49.1,43.5,1.74,4
STU12785,AI301,Fall 2023,0,66.7,63.4,65.7,2.63,3
STU12786,SE501,Fall 2024,2,44.7,51.6,46.8,1.87,4
STU12787,DB401,Fall 2025,4,62.5,56.6,60.7,2.43,4
STU12788,DS201,Spring 2025,3,65.4,65.7,65.5,2.62,3
STU12789,AI301,Spring 2026,5,59.5,53.5,57.7,2.31,4
STU12790,DB401,Spring 2026,5,34.3,30.7,33.2,1.33,3
STU12791,SE501,Fall 2023,0,60.5,53.4,58.4,2.34,4
STU12792,DB401,Spring 2026,5,62.2,62.3,62.2,2.49,3
STU12793,AI301,Fall 2023,0,44.9,40.6,43.6,1.74,4
STU12794,AI301,Spring 2025,3,81.7,78.6,80.8,3.23,4
STU12795,AI301,Spring 2025,3,34.1,30.9,33.1,1.32,3
STU12796,DB401,Fall 2023,0,48.0,45.3,47.2,1.89,3
STU12797,DS201,Fall 2025,4,50.6,54.0,51.6,2.06,4
STU12798,SE501,Spring 2025,3,57.3,63.2,59.1,2.36,3
STU12799,AI301,Fall 2023,0,72.0,65.8,70.1,2.8,3
STU12800,AI301,Fall 2023,0,43.5,43.5,43.5,1.74,3
STU12801,SE501,Spring 2026,5,56.4,57.9,56.9,2.28,4
STU12802,DB401,Fall 2025,4,48.5,48.5,48.5,1.94,3
STU12803,DS201,Spring 2026,5,58.0,68.6,61.2,2.45,3
STU12804,CS101,Fall 2023,0,72.1,71.0,71.8,2.87,3
STU12805,SE501,Fall 2025,4,50.1,43.6,48.1,1.92,4
STU12806,DS201,Fall 2025,4,70.6,67.6,69.7,2.79,3
STU12807,AI301,Spring 2024,1,40.3,41.2,40.6,1.62,3
STU12808,AI301,Fall 2025,4,51.6,53.6,52.2,2.09,3
STU12809,SE501,Fall 2024,2,38.4,36.2,37.7,1.51,4
STU12810,SE501,Spring 2025,3,54.9,55.7,55.1,2.2,4
STU12811,AI301,Spring 2025,3,47.4,54.7,49.6,1.98,4
STU12812,SE501,Spring 2024,1,54.6,64.2,57.5,2.3,4
STU12813,DS201,Spring 2025,3,46.7,53.2,48.6,1.94,4
STU12814,CS101,Spring 2026,5,48.6,54.0,50.2,2.01,3
STU12815,CS101,Fall 2024,2,62.0,65.7,63.1,2.52,4
STU12816,AI301,Fall 2025,4,39.1,38.3,38.8,1.55,4
STU12817,CS101,Fall 2025,4,43.3,42.8,43.2,1.73,4
STU12818,CS101,Fall 2024,2,62.7,67.2,64.0,2.56,3
STU12819,AI301,Spring 2025,3,51.9,56.4,53.2,2.13,4
STU12820,DB401,Spring 2026,5,72.5,75.1,73.3,2.93,4
STU12821,SE501,Fall 2024,2,59.2,64.5,60.8,2.43,4
STU12822,AI301,Fall 2023,0,80.8,71.5,78.0,3.12,4
STU12823,CS101,Spring 2026,5,43.7,45.5,44.3,1.77,4
STU12824,DB401,Spring 2026,5,38.4,32.0,36.5,1.46,3
STU12825,SE501,Fall 2025,4,47.8,46.5,47.4,1.9,4
STU12826,SE501,Fall 2025,4,54.4,54.3,54.4,2.18,4
STU12827,DS201,Spring 2026,5,50.6,48.8,50.1,2.0,4
STU12828,SE501,Fall 2025,4,55.1,51.0,53.9,2.16,4
STU12829,AI301,Spring 2026,5,49.7,53.9,51.0,2.04,4
STU12830,AI301,Spring 2025,3,47.9,50.8,48.8,1.95,3
STU12831,DB401,Fall 2025,4,55.3,61.4,57.1,2.28,4
STU12832,DS201,Fall 2025,4,68.6,67.1,68.2,2.73,4
STU12833,DS201,Spring 2025,3,63.6,63.0,63.4,2.54,3
STU12834,CS101,Spring 2026,5,51.8,64.9,55.7,2.23,4
STU12835,DS201,Fall 2025,4,43.7,42.0,43.2,1.73,3
STU12836,CS101,Spring 2025,3,60.1,52.4,57.8,2.31,3
STU12837,DS201,Fall 2024,2,71.9,76.3,73.2,2.93,4
STU12838,AI301,Fall 2024,2,62.6,67.4,64.0,2.56,4
STU12839,CS101,Fall 2024,2,69.0,74.8,70.7,2.83,4
STU12840,AI301,Fall 2025,4,56.9,62.3,58.5,2.34,4
STU12841,DS201,Spring 2024,1,40.4,36.0,39.1,1.56,3
STU12842,AI301,Fall 2023,0,58.8,62.2,59.8,2.39,3
STU12843,CS101,Fall 2025,4,60.4,62.9,61.1,2.44,3
STU12844,AI301,Fall 2024,2,65.6,69.1,66.6,2.66,4
STU12845,SE501,Spring 2026,5,66.1,65.5,65.9,2.64,3
STU12846,DS201,Spring 2024,1,41.2,46.5,42.8,1.71,4
STU12847,AI301,Fall 2024,2,48.3,50.9,49.1,1.96,4
STU12848,SE501,Fall 2023,0,61.4,63.3,62.0,2.48,3
STU12849,AI301,Spring 2025,3,51.2,48.8,50.5,2.02,4
STU12850,AI301,Spring 2025,3,62.4,66.5,63.6,2.54,3
STU12851,AI301,Spring 2024,1,59.6,59.0,59.4,2.38,4
STU12852,CS101,Spring 2024,1,46.3,47.6,46.7,1.87,3
STU12853,AI301,Fall 2023,0,73.0,72.6,72.9,2.92,4
STU12854,DS201,Spring 2025,3,60.2,64.0,61.3,2.45,4
STU12855,DB401,Spring 2026,5,53.0,53.8,53.2,2.13,4
STU12856,AI301,Spring 2025,3,55.9,51.2,54.5,2.18,4
STU12857,AI301,Fall 2025,4,51.3,56.2,52.8,2.11,4
STU12858,SE501,Spring 2025,3,46.5,50.7,47.7,1.91,3
STU12859,DS201,Spring 2025,3,60.7,63.1,61.4,2.46,4
STU12860,SE501,Fall 2023,0,60.8,62.0,61.2,2.45,4
STU12861,CS101,Fall 2024,2,55.5,51.5,54.3,2.17,3
STU12862,CS101,Spring 2026,5,55.6,55.8,55.6,2.22,3
STU12863,DS201,Fall 2023,0,66.1,62.7,65.1,2.6,3
STU12864,DB401,Fall 2024,2,55.0,57.5,55.7,2.23,3
STU12865,DB401,Fall 2023,0,79.3,82.8,80.3,3.21,3
STU12866,DB401,Spring 2024,1,46.5,52.1,48.2,1.93,4
STU12867,SE501,Fall 2024,2,35.5,36.2,35.7,1.43,4
STU12868,SE501,Spring 2026,5,60.9,63.5,61.7,2.47,3
STU12869,CS101,Fall 2024,2,58.2,56.5,57.7,2.31,3
STU12870,DB401,Spring 2024,1,60.0,54.2,58.3,2.33,3
STU12871,SE501,Fall 2023,0,58.3,55.2,57.4,2.3,3
STU12872,DS201,Spring 2024,1,66.8,69.9,67.7,2.71,3
STU12873,AI301,Spring 2024,1,57.4,56.1,57.0,2.28,4
STU12874,SE501,Spring 2024,1,43.6,35.8,41.3,1.65,3
STU12875,AI301,Fall 2023,0,45.8,45.4,45.7,1.83,3
STU12876,SE501,Fall 2024,2,59.1,57.5,58.6,2.34,3
STU12877,SE501,Spring 2025,3,69.9,69.0,69.6,2.78,4
STU12878,DB401,Spring 2026,5,45.7,47.9,46.4,1.86,4
STU12879,AI301,Fall 2025,4,46.4,56.8,49.5,1.98,4
STU12880,DS201,Spring 2024,1,39.5,33.9,37.8,1.51,4
STU12881,DS201,Spring 2024,1,58.8,66.2,61.0,2.44,4
STU12882,DS201,Fall 2023,0,48.3,48.8,48.5,1.94,3
STU12883,DS201,Fall 2023,0,36.6,42.2,38.3,1.53,4
STU12884,DS201,Fall 2023,0,62.0,64.1,62.6,2.5,4
STU12885,CS101,Fall 2023,0,53.7,53.9,53.8,2.15,4
STU12886,DB401,Fall 2024,2,37.8,39.9,38.4,1.54,3
STU12887,DS201,Fall 2024,2,62.3,55.1,60.2,2.41,4
STU12888,SE501,Fall 2025,4,29.3,30.0,29.5,1.18,3
STU12889,AI301,Spring 2025,3,52.8,53.9,53.1,2.12,4
STU12890,AI301,Spring 2026,5,59.5,52.9,57.5,2.3,3
STU12891,DB401,Spring 2024,1,47.4,47.7,47.5,1.9,3
STU12892,DS201,Fall 2023,0,58.6,54.2,57.3,2.29,3
STU12893,CS101,Spring 2024,1,57.8,60.0,58.4,2.34,4
STU12894,CS101,Spring 2026,5,50.1,52.5,50.8,2.03,3
STU12895,DS201,Spring 2024,1,62.9,69.5,64.9,2.6,4
STU12896,DB401,Spring 2024,1,67.2,69.1,67.8,2.71,4
STU12897,AI301,Spring 2025,3,59.1,53.7,57.5,2.3,4
STU12898,DS201,Spring 2025,3,71.9,69.2,71.1,2.84,3
STU12899,AI301,Spring 2025,3,60.3,53.8,58.3,2.33,3
STU12900,AI301,Fall 2024,2,57.0,58.9,57.6,2.3,4
STU12901,DB401,Spring 2024,1,64.7,62.3,64.0,2.56,4
STU12902,DB401,Spring 2026,5,59.9,60.0,59.9,2.4,3
STU12903,DB401,Fall 2023,0,57.0,56.2,56.7,2.27,4
STU12904,SE501,Fall 2023,0,59.9,53.4,57.9,2.32,3
STU12905,AI301,Fall 2024,2,49.2,50.8,49.7,1.99,4
STU12906,SE501,Fall 2024,2,47.6,51.8,48.8,1.95,3
STU12907,DS201,Spring 2026,5,61.7,58.1,60.6,2.42,3
STU12908,SE501,Fall 2025,4,58.5,56.9,58.0,2.32,4
STU12909,CS101,Spring 2026,5,71.5,75.0,72.5,2.9,3
STU12910,AI301,Fall 2025,4,49.6,45.9,48.5,1.94,4
STU12911,AI301,Spring 2025,3,48.8,48.2,48.6,1.94,4
STU12912,SE501,Fall 2024,2,49.8,51.9,50.4,2.02,3
STU12913,AI301,Fall 2024,2,64.4,69.1,65.8,2.63,4
STU12914,DS201,Fall 2025,4,53.3,54.1,53.5,2.14,3
STU12915,DB401,Spring 2025,3,47.4,43.6,46.3,1.85,4
STU12916,SE501,Spring 2026,5,44.6,46.0,45.0,1.8,3
STU12917,AI301,Spring 2026,5,28.8,30.0,29.2,1.17,4
STU12918,DB401,Spring 2024,1,63.7,63.2,63.6,2.54,4
STU12919,CS101,Fall 2023,0,45.4,40.0,43.8,1.75,3
STU12920,CS101,Spring 2024,1,61.6,57.2,60.3,2.41,4
STU12921,SE501,Fall 2024,2,69.8,72.7,70.7,2.83,3
STU12922,DB401,Spring 2026,5,71.4,72.6,71.8,2.87,4
STU12923,CS101,Spring 2024,1,54.2,52.4,53.7,2.15,4
STU12924,SE501,Spring 2026,5,57.1,52.9,55.8,2.23,3
STU12925,SE501,Fall 2025,4,70.7,76.8,72.5,2.9,3
STU12926,CS101,Fall 2025,4,65.7,68.3,66.5,2.66,3
STU12927,AI301,Spring 2024,1,34.2,44.9,37.4,1.5,3
STU12928,DS201,Spring 2026,5,55.8,51.8,54.6,2.18,4
STU12929,AI301,Spring 2024,1,57.2,50.3,55.1,2.2,3
STU12930,DS201,Fall 2025,4,64.7,66.5,65.2,2.61,3
STU12931,DB401,Spring 2025,3,73.4,72.7,73.2,2.93,4
STU12932,CS101,Spring 2025,3,62.7,61.8,62.4,2.5,4
STU12933,SE501,Fall 2024,2,44.4,39.0,42.8,1.71,3
STU12934,AI301,Fall 2023,0,56.1,56.2,56.1,2.24,4
STU12935,DB401,Fall 2025,4,35.2,32.2,34.3,1.37,4
STU12936,AI301,Spring 2024,1,44.1,39.3,42.7,1.71,3
STU12937,SE501,Fall 2023,0,37.1,34.1,36.2,1.45,4
STU12938,SE501,Spring 2026,5,41.4,33.8,39.1,1.56,3
STU12939,SE501,Fall 2024,2,52.9,57.6,54.3,2.17,4
STU12940,DB401,Fall 2024,2,76.4,75.9,76.2,3.05,3
STU12941,DB401,Fall 2023,0,68.4,67.7,68.2,2.73,3
STU12942,DB401,Fall 2025,4,37.7,44.1,39.6,1.58,3
STU12943,CS101,Fall 2024,2,67.1,64.3,66.3,2.65,3
STU12944,CS101,Spring 2026,5,53.8,48.3,52.2,2.09,4
STU12945,CS101,Spring 2025,3,44.9,47.7,45.7,1.83,3
STU12946,DS201,Spring 2024,1,64.8,59.3,63.2,2.53,3
STU12947,CS101,Fall 2023,0,48.4,37.7,45.2,1.81,3
STU12948,AI301,Fall 2023,0,44.0,47.0,44.9,1.8,4
STU12949,AI301,Spring 2025,3,31.2,32.3,31.5,1.26,3
STU12950,SE501,Spring 2026,5,54.7,52.7,54.1,2.16,3
STU12951,CS101,Fall 2024,2,67.2,60.9,65.3,2.61,4
STU12952,CS101,Spring 2026,5,47.7,50.4,48.5,1.94,4
STU12953,SE501,Fall 2024,2,72.0,69.6,71.3,2.85,4
STU12954,DS201,Fall 2024,2,46.0,49.8,47.1,1.88,3
STU12955,AI301,Fall 2023,0,59.0,61.7,59.8,2.39,4
STU12956,CS101,Spring 2024,1,57.0,52.9,55.8,2.23,4
STU12957,DB401,Fall 2023,0,43.0,36.5,41.1,1.64,4
STU12958,SE501,Spring 2026,5,53.9,55.9,54.5,2.18,4
STU12959,AI301,Spring 2026,5,51.9,53.7,52.4,2.1,4
STU12960,AI301,Fall 2023,0,69.1,70.8,69.6,2.78,4
STU12961,DS201,Spring 2025,3,49.4,49.3,49.4,1.98,4
STU12962,SE501,Spring 2026,5,61.8,66.6,63.2,2.53,4
STU12963,AI301,Spring 2025,3,36.6,52.5,41.4,1.66,4
STU12964,CS101,Spring 2025,3,53.3,61.8,55.9,2.24,3
STU12965,AI301,Spring 2024,1,54.6,55.9,55.0,2.2,4
STU12966,AI301,Fall 2025,4,39.9,43.7,41.0,1.64,3
STU12967,DB401,Spring 2025,3,47.7,46.5,47.3,1.89,3
STU12968,AI301,Fall 2024,2,60.3,49.5,57.1,2.28,3
STU12969,DB401,Fall 2023,0,38.8,46.5,41.1,1.64,3
STU12970,SE501,Fall 2025,4,59.6,56.1,58.5,2.34,4
STU12971,DB401,Spring 2025,3,62.0,55.4,60.0,2.4,3
STU12972,AI301,Fall 2025,4,63.1,68.5,64.7,2.59,3
STU12973,AI301,Spring 2025,3,73.5,85.4,77.1,3.08,4
STU12974,DB401,Fall 2023,0,40.4,42.8,41.1,1.64,4
STU12975,DS201,Fall 2023,0,48.8,47.7,48.5,1.94,3
STU12976,AI301,Fall 2024,2,68.4,73.7,70.0,2.8,3
STU12977,DB401,Spring 2024,1,47.8,49.5,48.3,1.93,4
STU12978,DS201,Spring 2026,5,45.9,39.4,43.9,1.76,4
STU12979,SE501,Fall 2024,2,46.6,41.5,45.1,1.8,4
STU12980,AI301,Spring 2024,1,59.3,56.9,58.6,2.34,4
