student_id,total_classes,classes_attended,attendance_rate,tardy_count
STU11860,45,35,77.0,3
STU11861,45,29,64.7,1
STU11862,40,23,57.2,9
STU11863,40,32,79.3,3
STU11864,45,31,69.5,4
STU11865,50,28,56.3,2
STU11866,45,25,56.1,5
STU11867,50,33,65.9,4
STU11868,50,24,48.2,2
STU11869,40,33,82.4,2
STU11870,50,37,73.3,5
STU11871,45,27,59.4,3
STU11872,40,32,79.4,2
STU11873,40,28,70.3,3
STU11874,40,30,75.3,5
STU11875,45,32,71.8,4
STU11876,50,33,65.9,3
STU11877,50,31,62.7,1
STU11878,45,18,40.8,3
STU11879,45,36,80.3,3
STU11880,40,25,62.1,0
STU11881,45,34,74.6,2
STU11882,50,21,41.3,6
STU11883,45,30,67.4,3
STU11884,50,26,52.8,3
STU11885,45,41,91.0,2
STU11886,50,28,55.1,4
STU11887,45,25,56.6,0
STU11888,45,34,76.3,6
STU11889,40,26,65.5,4
STU11890,40,32,78.9,2
STU11891,45,31,69.5,5
STU11892,50,38,75.2,4
STU11893,50,36,72.8,3
STU11894,45,29,65.2,4
STU11895,40,28,70.8,6
STU11896,50,34,68.8,0
STU11897,40,27,67.6,5
STU11898,40,33,82.5,3
STU11899,40,31,78.7,2
STU11900,45,30,66.6,2
STU11901,50,32,64.1,3
STU11902,45,34,75.1,0
STU11903,40,28,70.3,5
STU11904,50,44,87.8,4
STU11905,50,37,73.3,3
STU11906,45,31,69.9,3
STU11907,50,27,53.2,2
STU11908,50,41,81.4,1
STU11909,45,32,70.3,1
STU11910,40,32,79.4,0
STU11911,40,21,52.0,2
STU11912,50,30,59.3,4
STU11913,40,26,66.2,2
STU11914,40,34,84.0,4
STU11915,45,25,56.6,4
STU11916,40,28,69.1,2
STU11917,45,30,67.7,2
STU11918,45,30,65.9,1
STU11919,40,23,57.4,8
STU11920,45,29,64.8,3
STU11921,50,31,62.7,3
STU11922,45,39,86.7,3
STU11923,45,35,77.4,1
STU11924,45,23,51.7,1
STU11925,40,30,74.8,1
STU11926,45,34,74.8,6
STU11927,50,23,46.5,2
STU11928,40,23,58.6,5
STU11929,40,29,72.2,3
STU11930,40,32,78.9,1
STU11931,50,22,44.6,5
STU11932,45,32,71.3,1
STU11933,45,20,43.7,4
STU11934,50,24,47.8,3
STU11935,50,37,74.4,4
STU11936,40,26,64.4,6
STU11937,50,34,67.1,3
STU11938,45,32,71.6,2
STU11939,40,31,77.0,4
STU11940,50,30,60.9,4
STU11941,40,30,74.9,3
STU11942,50,33,65.8,2
STU11943,45,31,69.6,3
STU11944,50,32,64.5,3
STU11945,45,26,57.3,3
STU11946,50,23,45.6,5
STU11947,50,34,67.4,3
STU11948,40,31,77.6,4
STU11949,45,27,60.8,6
STU11950,50,33,66.4,3
STU11951,50,28,56.9,2
STU11952,50,37,73.9,2
STU11953,40,32,79.7,2
STU11954,45,29,64.5,3
STU11955,40,32,79.0,5
STU11956,40,23,56.9,6
STU11957,40,33,83.6,1
STU11958,50,32,63.3,3
STU11959,40,27,68.4,0
STU11960,45,31,68.2,5
STU11961,45,27,61.0,7
STU11962,45,32,71.3,4
STU11963,45,22,49.4,1
STU11964,40,26,65.8,5
STU11965,50,46,91.0,2
STU11966,50,31,62.5,3
STU11967,50,46,91.2,4
STU11968,45,30,66.2,2
STU11969,45,28,61.9,4
STU11970,40,25,61.8,0
STU11971,45,35,77.1,4
STU11972,40,28,69.8,2
STU11973,40,26,66.1,4
STU11974,45,28,62.7,1
STU11975,50,42,83.7,5
STU11976,45,30,66.5,4
STU11977,45,28,62.1,2
STU11978,45,33,72.4,4
STU11979,50,36,71.2,1
STU11980,40,20,50.8,3
STU11981,40,27,67.7,5
STU11982,40,33,81.9,3
STU11983,50,38,75.8,4
STU11984,50,36,72.5,4
STU11985,50,36,71.0,4
STU11986,40,27,66.7,4
STU11987,40,25,63.0,2
STU11988,50,37,74.1,2
STU11989,40,28,69.5,3
STU11990,50,29,57.7,2
STU11991,40,29,73.1,1
STU11992,45,26,56.9,1
STU11993,50,39,77.6,1
STU11994,45,25,55.5,2
STU11995,50,35,70.6,7
STU11996,40,30,74.9,1
STU11997,45,24,53.5,3
STU11998,40,23,58.4,5
STU11999,50,34,68.2,2
STU12000,40,27,68.0,6
STU12001,40,26,65.6,2
STU12002,45,38,84.1,6
STU12003,40,26,65.3,2
STU12004,40,17,42.8,1
STU12005,50,26,52.1,2
STU12006,40,27,68.7,4
STU12007,45,34,75.7,3
STU12008,50,38,75.3,6
STU12009,50,32,64.2,5
STU12010,40,31,77.0,1
STU12011,45,36,81.0,5
STU12012,45,25,55.5,5
STU12013,40,24,60.8,4
STU12014,45,40,89.5,4
STU12015,40,26,65.8,3
STU12016,40,25,61.3,4
STU12017,50,30,59.3,2
STU12018,40,24,59.8,2
STU12019,45,32,71.6,4
STU12020,50,28,57.0,3
STU12021,40,27,66.6,6
STU12022,45,27,59.4,3
STU12023,50,34,67.8,3
STU12024,50,37,74.4,5
STU12025,50,31,61.2,3
STU12026,50,27,54.4,2
STU12027,40,25,61.7,3
STU12028,40,24,60.8,5
STU12029,45,33,72.6,4
STU12030,45,31,69.8,2
STU12031,40,32,79.8,5
STU12032,40,37,91.8,2
STU12033,50,30,60.7,9
STU12034,50,34,67.0,3
STU12035,50,41,81.1,4
STU12036,50,37,74.5,4
STU12037,45,24,52.6,1
STU12038,45,33,73.3,1
STU12039,45,38,84.8,0
STU12040,40,23,57.2,6
STU12041,50,27,53.2,6
STU12042,40,32,79.9,4
STU12043,50,29,58.8,1
STU12044,40,15,38.1,4
STU12045,50,28,56.9,2
STU12046,40,28,70.4,5
STU12047,45,28,63.2,2
STU12048,40,31,76.6,2
STU12049,40,32,79.3,0
STU12050,40,16,41.0,4
STU12051,40,22,56.2,0
STU12052,40,21,51.7,1
STU12053,45,38,83.5,4
STU12054,45,30,67.6,5
STU12055,45,19,42.4,3
STU12056,50,35,69.2,4
STU12057,40,22,56.1,1
STU12058,50,32,63.6,2
STU12059,50,35,69.4,4
STU12060,50,27,54.9,3
STU12061,45,34,75.8,1
STU12062,40,28,69.5,3
STU12063,45,27,59.2,4
STU12064,50,32,64.6,1
STU12065,40,25,63.6,2
STU12066,50,26,51.1,2
STU12067,50,40,79.9,2
STU12068,45,27,59.4,5
STU12069,45,27,60.7,3
STU12070,45,27,60.8,1
STU12071,45,32,70.7,3
STU12072,40,25,63.4,3
STU12073,50,36,71.8,3
STU12074,40,23,58.3,3
STU12075,40,25,61.6,2
STU12076,50,38,77.0,2
STU12077,50,30,60.7,1
STU12078,40,23,58.2,4
STU12079,50,27,54.3,4
STU12080,40,38,94.0,1
STU12081,50,21,42.7,5
STU12082,50,29,57.8,0
STU12083,45,28,62.5,2
STU12084,50,37,73.2,4
STU12085,40,33,83.4,2
STU12086,50,36,71.6,3
STU12087,50,38,75.7,8
STU12088,45,30,65.6,1
STU12089,50,30,60.9,3
STU12090,50,35,70.5,1
STU12091,45,34,74.5,2
STU12092,45,17,37.8,2
STU12093,45,41,90.7,1
STU12094,45,32,71.1,4
STU12095,50,29,58.6,3
STU12096,45,34,74.8,2
STU12097,40,22,54.9,5
STU12098,45,45,99.2,3
STU12099,40,24,59.7,3
STU12100,50,38,76.0,2
STU12101,50,35,69.5,2
STU12102,45,22,49.7,1
STU12103,50,45,89.1,1
STU12104,40,23,57.2,2
STU12105,45,34,75.9,1
STU12106,40,23,56.8,3
STU12107,40,29,71.5,2
STU12108,45,30,67.0,4
STU12109,45,22,49.4,4
STU12110,40,27,67.3,2
STU12111,45,29,64.7,3
STU12112,45,24,52.6,2
STU12113,50,40,79.9,2
STU12114,50,33,65.7,4
STU12115,45,30,66.4,8
STU12116,40,26,64.7,1
STU12117,45,28,62.5,3
STU12118,50,37,73.5,7
STU12119,45,25,55.3,3
STU12120,50,41,81.1,3
STU12121,50,33,65.3,6
STU12122,40,36,90.6,3
STU12123,45,29,65.1,3
STU12124,50,17,34.7,1
STU12125,45,22,48.3,3
STU12126,40,26,64.6,1
STU12127,40,32,79.1,1
STU12128,40,22,55.2,1
STU12129,40,34,83.9,5
STU12130,45,31,69.5,3
STU12131,50,24,48.3,4
STU12132,45,32,72.1,1
STU12133,45,31,69.4,4
STU12134,50,29,58.4,3
STU12135,40,23,56.6,1
STU12136,45,38,85.2,3
STU12137,40,28,69.7,2
STU12138,50,37,74.8,5
STU12139,50,38,76.9,10
STU12140,50,37,74.3,3
STU12141,40,32,79.0,2
STU12142,40,24,59.7,4
STU12143,50,30,61.0,4
STU12144,40,24,60.1,2
STU12145,40,21,53.0,1
STU12146,50,38,76.3,5
STU12147,40,38,96.2,2
STU12148,45,32,70.6,5
STU12149,50,29,57.3,5
STU12150,50,30,59.7,2
STU12151,50,36,71.7,3
STU12152,40,27,66.6,3
STU12153,50,22,44.9,2
STU12154,40,15,37.4,7
STU12155,40,21,52.4,4
STU12156,45,25,56.0,1
STU12157,40,27,66.6,2
STU12158,45,23,52.2,1
STU12159,45,25,54.5,3
STU12160,45,25,55.8,4
STU12161,45,25,54.6,3
STU12162,45,30,65.7,4
STU12163,40,22,54.5,1
STU12164,40,25,62.9,2
STU12165,45,27,60.3,2
STU12166,40,22,55.7,6
STU12167,40,23,58.2,2
STU12168,45,40,88.7,1
STU12169,50,26,52.7,2
STU12170,40,24,58.8,3
STU12171,40,31,76.8,1
STU12172,50,36,71.5,3
STU12173,40,30,75.0,4
STU12174,40,27,68.1,3
STU12175,50,23,45.8,4
STU12176,45,26,58.6,2
STU12177,45,27,59.2,0
STU12178,40,31,76.7,1
STU12179,40,28,71.1,4
STU12180,45,29,65.0,4
STU12181,45,30,66.3,1
STU12182,40,29,71.4,2
STU12183,50,40,79.2,1
STU12184,50,43,86.0,7
STU12185,45,35,77.7,1
STU12186,45,28,63.1,2
STU12187,40,26,65.9,3
STU12188,50,41,81.8,4
STU12189,50,31,61.2,3
STU12190,40,25,62.9,3
STU12191,50,35,69.4,4
STU12192,50,34,68.1,2
STU12193,50,28,55.7,6
STU12194,50,30,59.1,1
STU12195,50,32,64.2,3
STU12196,45,19,42.7,0
STU12197,40,20,48.8,3
STU12198,45,30,67.2,4
STU12199,45,27,60.3,4
STU12200,50,24,48.9,3
STU12201,40,27,66.4,0
STU12202,45,28,61.3,3
STU12203,50,33,66.2,4
STU12204,50,31,61.3,3
STU12205,50,32,63.6,3
STU12206,40,23,57.6,2
STU12207,45,32,70.2,2
STU12208,45,24,52.9,0
STU12209,40,29,72.3,4
STU12210,40,32,80.8,1
STU12211,50,32,63.4,2
STU12212,50,22,44.3,2
STU12213,45,34,74.5,3
STU12214,50,33,66.3,2
STU12215,50,33,65.3,5
STU12216,40,27,68.7,5
STU12217,45,31,69.1,2
STU12218,50,30,60.1,5
STU12219,50,29,57.2,7
STU12220,50,30,61.0,4
STU12221,40,17,41.6,3
STU12222,45,33,73.1,4
STU12223,40,32,79.8,1
STU12224,50,43,85.8,7
STU12225,45,32,71.4,9
STU12226,50,45,90.6,3
STU12227,45,35,77.7,4
STU12228,40,30,75.9,5
STU12229,40,27,66.8,4
STU12230,50,26,51.4,2
STU12231,50,31,61.8,3
STU12232,50,39,77.9,2
STU12233,40,29,72.6,1
STU12234,40,26,64.4,3
STU12235,45,44,97.3,0
STU12236,45,24,53.4,4
STU12237,45,27,61.1,4
STU12238,40,27,67.5,5
STU12239,45,27,60.5,4
STU12240,50,25,49.2,6
STU12241,50,41,81.6,5
STU12242,40,27,67.8,4
STU12243,40,27,68.0,5
STU12244,45,33,73.1,5
STU12245,40,37,92.2,2
STU12246,40,28,69.1,2
STU12247,50,35,69.3,2
STU12248,45,25,54.5,5
STU12249,40,23,56.4,2
STU12250,45,29,64.8,4
STU12251,40,20,49.1,3
STU12252,45,28,62.5,2
STU12253,50,33,65.8,1
STU12254,50,36,71.7,2
STU12255,50,35,69.3,5
STU12256,50,36,71.3,0
STU12257,50,25,49.8,0
STU12258,45,29,63.6,5
STU12259,40,19,46.9,2
STU12260,50,36,71.3,5
STU12261,40,32,79.0,2
STU12262,45,37,81.3,3
STU12263,40,17,41.5,2
STU12264,40,29,73.1,1
STU12265,40,21,53.2,3
STU12266,40,28,70.9,3
STU12267,50,33,65.5,4
STU12268,50,32,64.0,2
STU12269,40,36,89.6,1
STU12270,40,27,66.3,2
STU12271,45,23,51.4,1
STU12272,45,31,68.7,3
STU12273,40,23,56.9,0
STU12274,50,28,55.5,3
STU12275,50,30,60.5,7
STU12276,50,31,62.3,2
STU12277,50,38,76.7,2
STU12278,40,31,77.7,2
STU12279,50,35,70.4,3
STU12280,45,24,52.3,2
STU12281,50,30,59.2,1
STU12282,40,27,67.2,3
STU12283,45,22,48.0,2
STU12284,45,23,52.2,3
STU12285,45,17,37.6,4
STU12286,40,24,59.9,5
STU12287,50,27,54.6,5
STU12288,45,24,53.2,5
STU12289,40,18,44.8,5
STU12290,50,38,76.6,3
STU12291,45,29,65.0,0
STU12292,50,26,52.7,7
STU12293,40,23,58.5,5
STU12294,40,29,71.4,2
STU12295,40,22,55.0,3
STU12296,45,26,58.3,2
STU12297,40,32,79.2,4
STU12298,50,36,71.1,5
STU12299,45,40,88.7,4
STU12300,50,33,65.3,3
STU12301,40,22,55.4,1
STU12302,40,26,64.5,1
STU12303,50,30,59.1,2
STU12304,45,33,74.1,7
STU12305,40,30,74.6,2
STU12306,45,26,57.5,2
STU12307,40,28,70.6,8
STU12308,50,34,67.4,3
STU12309,50,29,58.3,5
STU12310,45,25,54.8,2
STU12311,45,33,74.2,7
STU12312,45,25,55.4,2
STU12313,40,35,86.3,1
STU12314,50,31,61.6,5
STU12315,40,29,72.1,2
STU12316,45,24,52.8,2
STU12317,40,30,75.8,3
STU12318,45,27,59.2,1
STU12319,40,23,58.0,2
STU12320,40,26,64.8,1
STU12321,45,29,64.4,1
STU12322,40,29,71.8,3
STU12323,45,32,71.7,3
STU12324,50,29,58.6,0
STU12325,45,33,72.7,2
STU12326,45,26,58.1,3
STU12327,50,23,46.6,6
STU12328,40,23,57.1,2
STU12329,45,35,78.5,5
STU12330,40,22,56.0,1
STU12331,40,27,67.7,0
STU12332,45,35,78.3,3
STU12333,45,28,62.9,2
STU12334,45,33,73.9,5
STU12335,45,35,78.7,4
STU12336,50,40,80.6,8
STU12337,45,34,74.6,6
STU12338,50,42,84.7,4
STU12339,45,35,77.9,4
STU12340,40,28,68.9,0
STU12341,45,23,51.7,0
STU12342,40,28,69.8,3
STU12343,50,34,68.2,6
STU12344,40,24,60.9,2
STU12345,50,26,52.5,2
STU12346,45,24,53.5,3
STU12347,45,28,61.3,5
STU12348,40,21,51.9,3
STU12349,40,31,76.8,8
STU12350,40,19,48.1,3
STU12351,40,22,55.2,2
STU12352,50,28,56.8,6
STU12353,50,34,68.8,2
STU12354,40,18,45.0,2
STU12355,45,27,59.5,3
STU12356,40,25,62.3,6
STU12357,50,27,54.5,1
STU12358,50,35,70.0,2
STU12359,45,25,56.2,5
STU12360,50,43,86.0,3
STU12361,40,25,63.0,2
STU12362,50,36,72.0,2
STU12363,40,22,55.7,1
STU12364,45,25,54.8,1
STU12365,50,39,77.3,2
STU12366,45,34,74.7,2
STU12367,40,34,84.1,2
STU12368,45,33,73.2,2
STU12369,40,30,76.1,4
STU12370,40,30,75.1,6
STU12371,50,30,59.5,4
STU12372,50,33,66.2,5
STU12373,50,27,54.0,4
STU12374,40,16,41.1,2
STU12375,40,15,36.7,4
STU12376,40,17,41.9,1
STU12377,45,35,76.7,1
STU12378,40,24,60.9,4
STU12379,50,38,77.0,1
STU12380,50,34,68.6,5
STU12381,45,27,61.1,1
STU12382,50,26,51.0,4
STU12383,40,29,72.2,3
STU12384,40,29,73.0,4
STU12385,50,36,71.3,4
STU12386,50,39,77.9,3
STU12387,40,26,64.2,5
STU12388,40,25,63.5,2
STU12389,40,20,49.1,3
STU12390,50,30,59.1,3
STU12391,50,34,67.6,0
STU12392,40,33,83.4,2
STU12393,50,26,51.4,2
STU12394,45,28,62.0,2
STU12395,50,27,54.2,5
STU12396,50,35,70.0,2
STU12397,40,23,57.5,7
STU12398,50,38,75.9,3
STU12399,40,29,73.1,2
STU12400,50,31,61.8,4
STU12401,50,31,61.3,1
STU12402,50,42,85.0,1
STU12403,40,17,42.0,2
STU12404,50,38,76.9,0
STU12405,50,21,41.6,3
STU12406,45,25,55.6,5
STU12407,40,28,69.8,0
STU12408,40,27,68.4,1
STU12409,50,26,51.1,5
STU12410,50,26,52.2,1
STU12411,45,28,62.0,1
STU12412,40,27,67.6,3
STU12413,45,24,52.9,4
STU12414,40,22,55.7,0
STU12415,45,34,74.5,6
STU12416,50,30,59.8,2
STU12417,40,37,93.3,3
STU12418,40,22,55.4,4
STU12419,50,36,72.1,2
STU12420,40,34,85.8,2
STU12421,50,31,62.5,4
STU12422,50,29,58.7,2
STU12423,45,27,59.2,3
STU12424,50,21,41.1,3
STU12425,40,24,60.2,0
STU12426,40,25,61.6,3
STU12427,40,24,60.5,2
STU12428,50,32,64.6,4
STU12429,50,35,69.6,1
STU12430,40,27,66.7,2
STU12431,45,34,75.4,7
STU12432,50,34,68.4,6
STU12433,40,25,63.6,1
STU12434,40,21,53.2,3
STU12435,40,15,36.5,4
STU12436,40,30,75.0,2
STU12437,40,24,60.9,5
STU12438,40,19,48.4,4
STU12439,40,30,75.2,1
STU12440,45,29,64.7,2
STU12441,40,13,32.5,3
STU12442,40,26,65.6,1
STU12443,50,29,58.6,3
STU12444,40,13,33.3,5
STU12445,40,24,59.7,1
STU12446,45,23,50.9,1
STU12447,45,29,65.1,1
STU12448,45,33,73.6,4
STU12449,45,30,65.8,2
STU12450,40,21,51.7,3
STU12451,45,20,43.4,4
STU12452,40,28,69.6,6
STU12453,40,19,46.4,3
STU12454,45,24,52.5,6
STU12455,45,30,66.4,4
STU12456,45,29,65.0,5
STU12457,40,32,80.5,2
STU12458,40,26,65.4,2
STU12459,50,37,73.8,3
STU12460,40,13,33.2,6
STU12461,45,28,61.2,3
STU12462,40,14,35.3,4
STU12463,45,29,63.4,2
STU12464,45,23,51.5,3
STU12465,45,32,71.5,4
STU12466,50,31,61.7,1
STU12467,40,32,79.1,1
STU12468,50,38,75.1,1
STU12469,45,23,51.2,0
STU12470,50,41,82.2,1
STU12471,50,33,66.1,0
STU12472,50,25,49.9,4
STU12473,40,29,71.5,3
STU12474,45,36,80.0,5
STU12475,50,42,83.9,7
STU12476,50,29,58.1,5
STU12477,45,19,42.3,3
STU12478,40,37,91.5,2
STU12479,45,40,89.7,3
STU12480,45,19,42.7,4
STU12481,40,25,62.0,4
STU12482,45,28,62.6,5
STU12483,50,31,61.7,5
STU12484,40,27,68.7,6
STU12485,45,29,64.1,4
STU12486,40,24,60.2,1
STU12487,50,29,58.7,2
STU12488,50,22,44.6,2
STU12489,40,30,76.0,2
STU12490,40,27,67.8,6
STU12491,40,26,64.2,2
STU12492,50,38,75.4,6
STU12493,50,32,64.3,5
STU12494,50,35,69.4,2
STU12495,50,21,41.2,4
STU12496,45,32,70.9,4
STU12497,50,28,56.3,5
STU12498,40,21,52.9,1
STU12499,40,21,53.1,4
STU12500,45,43,95.6,2
STU12501,45,25,54.7,1
STU12502,45,29,63.6,3
STU12503,40,15,38.3,1
STU12504,45,26,58.6,3
STU12505,45,33,74.3,1
STU12506,40,34,85.0,1
STU12507,40,25,61.5,5
STU12508,50,29,57.5,2
STU12509,45,35,78.5,3
STU12510,40,31,76.7,1
STU12511,45,26,57.2,5
STU12512,50,39,77.3,1
STU12513,45,33,73.0,2
STU12514,45,35,77.3,2
STU12515,50,32,63.0,5
STU12516,45,33,72.9,3
STU12517,50,27,54.6,2
STU12518,50,33,65.4,0
STU12519,50,29,58.6,3
STU12520,45,14,30.0,7
STU12521,45,26,57.1,3
STU12522,40,31,76.5,1
STU12523,45,38,85.1,3
STU12524,45,29,63.5,7
STU12525,50,31,62.4,3
STU12526,50,26,52.7,6
STU12527,45,34,76.0,2
STU12528,45,28,61.8,5
STU12529,45,43,94.6,2
STU12530,40,24,59.4,5
STU12531,40,33,82.1,2
STU12532,50,35,70.6,4
STU12533,45,21,46.6,3
STU12534,50,43,85.2,3
STU12535,40,26,64.8,6
STU12536,40,30,74.8,6
STU12537,40,24,59.6,6
STU12538,50,34,68.2,1
STU12539,40,32,81.2,3
STU12540,45,32,70.9,4
STU12541,50,24,47.1,2
STU12542,40,32,80.1,4
STU12543,50,35,70.6,3
STU12544,50,36,71.8,5
STU12545,50,31,62.1,5
STU12546,40,33,82.4,4
STU12547,40,23,58.0,6
STU12548,45,22,48.4,1
STU12549,45,33,73.7,4
STU12550,45,34,75.9,3
STU12551,45,39,86.9,1
STU12552,45,25,56.0,2
STU12553,50,34,68.7,2
STU12554,45,27,59.1,5
STU12555,40,25,61.6,4
STU12556,50,27,53.6,10
STU12557,45,22,49.3,1
STU12558,45,27,60.0,2
STU12559,50,34,67.2,1
STU12560,50,31,62.5,3
STU12561,50,50,99.8,8
STU12562,50,33,66.3,6
STU12563,45,31,69.0,1
STU12564,50,28,56.5,3
STU12565,50,29,58.5,2
STU12566,45,27,59.4,3
STU12567,50,35,70.7,7
STU12568,40,23,58.6,0
STU12569,45,22,50.0,5
STU12570,45,30,67.6,3
STU12571,50,30,60.5,3
STU12572,45,27,61.0,3
STU12573,45,26,57.4,3
STU12574,45,33,72.9,1
STU12575,40,16,39.3,5
STU12576,45,18,40.7,2
STU12577,40,30,76.2,4
STU12578,40,21,52.3,4
STU12579,45,24,53.5,3
STU12580,45,30,67.6,1
STU12581,50,26,52.0,1
STU12582,40,26,66.2,3
STU12583,45,31,68.0,5
STU12584,45,36,81.0,2
STU12585,40,28,70.5,6
STU12586,40,28,69.6,2
STU12587,45,30,67.5,2
STU12588,40,24,60.3,2
STU12589,45,34,75.7,1
STU12590,45,32,71.0,2
STU12591,40,23,58.4,1
STU12592,45,28,62.1,5
STU12593,45,32,70.8,2
STU12594,40,24,60.6,2
STU12595,50,36,71.9,2
STU12596,45,24,52.4,2
STU12597,45,31,69.3,2
STU12598,40,25,63.4,5
STU12599,40,22,55.5,2
STU12600,40,23,56.9,5
STU12601,40,23,57.0,0
STU12602,40,27,68.6,3
STU12603,50,29,58.0,4
STU12604,50,25,50.6,4
STU12605,45,29,64.9,3
STU12606,45,32,70.1,3
STU12607,50,37,73.9,3
STU12608,50,28,55.8,3
STU12609,40,27,67.9,3
STU12610,45,19,43.3,0
STU12611,40,23,56.9,3
STU12612,40,31,77.3,2
STU12613,40,23,56.9,3
STU12614,45,29,64.4,2
STU12615,45,32,70.2,4
STU12616,40,25,63.0,4
STU12617,45,34,74.8,2
STU12618,50,39,77.3,3
STU12619,40,31,77.4,1
STU12620,40,29,71.9,1
STU12621,40,33,83.1,1
STU12622,40,23,56.8,3
STU12623,40,16,40.3,1
STU12624,50,36,71.4,3
STU12625,40,30,73.8,2
STU12626,45,35,78.2,1
STU12627,45,34,75.1,4
STU12628,50,31,61.1,3
STU12629,40,20,50.2,5
STU12630,50,28,56.5,1
STU12631,50,35,69.1,5
STU12632,45,30,66.9,5
STU12633,40,24,60.2,6
STU12634,40,32,81.2,3
STU12635,40,33,82.9,4
STU12636,50,37,73.2,6
STU12637,40,31,76.3,4
STU12638,50,26,51.4,7
STU12639,50,35,69.3,5
STU12640,45,33,74.4,2
STU12641,40,25,63.6,2
STU12642,50,36,71.3,0
STU12643,45,22,49.0,3
STU12644,45,31,68.4,5
STU12645,40,27,67.6,1
STU12646,45,26,57.9,1
STU12647,45,35,77.8,3
STU12648,50,32,64.4,3
STU12649,45,19,43.1,1
STU12650,50,39,77.7,5
STU12651,40,27,68.4,2
STU12652,50,34,68.1,1
STU12653,50,28,55.7,6
STU12654,45,31,68.4,3
STU12655,40,20,50.6,1
STU12656,45,30,67.4,1
STU12657,50,34,67.4,3
STU12658,50,31,62.2,4
STU12659,50,34,67.0,3
STU12660,40,21,52.9,3
STU12661,40,16,39.9,6
STU12662,40,27,67.5,3
STU12663,45,21,45.6,5
STU12664,45,18,40.0,2
STU12665,45,31,68.8,5
STU12666,45,22,49.5,1
STU12667,40,28,69.8,2
STU12668,40,23,56.6,1
STU12669,50,25,50.5,4
STU12670,40,29,72.5,4
STU12671,45,34,76.4,3
STU12672,45,29,63.7,4
STU12673,45,32,70.1,2
STU12674,40,19,48.4,2
STU12675,40,34,84.9,5
STU12676,40,26,65.4,4
STU12677,40,27,66.3,5
STU12678,45,32,71.4,4
STU12679,40,30,74.0,4
STU12680,50,32,63.2,1
STU12681,50,28,55.4,1
STU12682,40,31,77.4,3
STU12683,50,31,62.0,1
STU12684,40,28,68.9,2
STU12685,50,34,68.3,0
STU12686,40,22,55.3,2
STU12687,40,31,76.4,3
STU12688,40,22,54.1,3
STU12689,45,31,68.1,4
STU12690,50,43,85.5,3
STU12691,50,28,55.0,1
STU12692,40,27,67.3,2
STU12693,45,28,63.2,1
STU12694,45,30,67.3,3
STU12695,45,29,63.4,2
STU12696,45,34,76.0,4
STU12697,50,36,71.1,1
STU12698,45,25,54.8,0
STU12699,50,38,76.2,2
STU12700,40,19,47.7,4
STU12701,40,20,50.8,1
STU12702,40,31,78.6,2
STU12703,45,22,48.9,3
STU12704,50,33,65.2,0
STU12705,50,33,65.5,5
STU12706,45,33,72.3,3
STU12707,50,25,49.8,4
STU12708,45,37,82.0,1
STU12709,45,24,53.7,4
STU12710,45,37,81.7,1
STU12711,50,32,64.8,4
STU12712,45,40,88.1,2
STU12713,45,25,56.3,6
STU12714,40,23,56.7,4
STU12715,40,30,75.9,6
STU12716,45,24,54.3,2
STU12717,45,19,42.3,5
STU12718,40,25,63.6,3
STU12719,40,32,80.0,3
STU12720,50,39,78.0,3
STU12721,50,26,51.2,4
STU12722,40,28,70.4,5
STU12723,50,35,69.6,0
STU12724,50,36,72.9,1
STU12725,50,30,61.0,1
STU12726,45,31,69.1,3
STU12727,40,38,94.4,2
STU12728,50,38,75.6,3
STU12729,40,21,52.6,0
STU12730,45,26,56.9,4
STU12731,50,43,85.3,4
STU12732,45,28,61.5,2
STU12733,45,26,57.7,5
STU12734,50,31,62.7,4
STU12735,45,20,45.2,2
STU12736,40,24,60.8,3
STU12737,45,23,50.8,2
STU12738,45,24,53.6,2
STU12739,50,39,78.7,4
STU12740,40,23,56.4,2
STU12741,40,19,47.9,3
STU12742,50,31,62.2,3
STU12743,50,40,81.0,3
STU12744,50,36,72.5,4
STU12745,40,26,64.6,6
STU12746,50,36,72.5,4
STU12747,50,35,70.3,4
STU12748,40,25,63.7,2
STU12749,50,37,73.3,1
STU12750,50,27,53.7,1
STU12751,45,27,60.2,5
STU12752,45,24,54.4,2
STU12753,40,30,74.3,1
STU12754,45,41,91.4,7
STU12755,50,32,63.7,5
STU12756,40,25,61.6,2
STU12757,50,29,57.5,3
STU12758,45,26,58.5,5
STU12759,45,33,72.8,2
STU12760,45,29,64.3,2
STU12761,50,30,60.2,6
STU12762,40,27,66.7,3
STU12763,50,32,63.6,3
STU12764,45,29,64.0,6
STU12765,40,18,44.3,3
STU12766,50,31,61.3,3
STU12767,40,32,79.1,4
STU12768,50,33,65.4,6
STU12769,45,31,69.7,2
STU12770,40,30,75.6,2
STU12771,50,40,81.0,1
STU12772,40,17,43.1,1
STU12773,50,36,72.1,2
STU12774,50,33,65.3,2
STU12775,40,24,59.5,3
STU12776,50,42,83.8,6
STU12777,40,25,61.9,1
STU12778,45,30,67.3,3
STU12779,50,34,68.7,5
STU12780,50,26,52.3,3
STU12781,45,28,62.5,1
STU12782,40,25,61.8,2
STU12783,50,30,60.5,6
STU12784,40,28,69.9,1
STU12785,40,26,65.2,3
STU12786,50,27,54.5,3
STU12787,50,38,75.0,2
STU12788,45,34,76.2,5
STU12789,40,27,66.6,0
STU12790,45,28,61.2,2
