student_id,lms_logins_per_week,video_watch_hours,forum_posts,quiz_attempts,avg_quiz_score
STU11466,12,18.5,7,5,72.4
STU11467,16,12.3,5,9,73.0
STU11468,10,23.0,9,12,85.5
STU11469,14,13.9,4,11,77.1
STU11470,12,14.5,2,6,70.8
STU11471,9,18.0,5,10,63.2
STU11472,12,19.1,5,3,95.5
STU11473,12,19.6,4,14,58.5
STU11474,10,23.9,3,13,64.5
STU11475,10,18.3,9,2,47.5
STU11476,9,14.7,7,14,94.5
STU11477,14,12.4,3,14,70.3
STU11478,9,14.3,7,11,85.0
STU11479,11,22.4,5,7,73.7
STU11480,12,8.1,5,5,79.5
STU11481,6,10.9,3,7,67.1
STU11482,11,13.9,5,8,37.0
STU11483,13,10.8,4,10,84.0
STU11484,11,13.0,4,2,70.8
STU11485,10,24.0,3,13,74.8
STU11486,13,13.5,4,4,74.9
STU11487,12,17.1,5,3,64.9
STU11488,19,6.7,4,6,81.5
STU11489,13,9.5,5,11,56.1
STU11490,6,19.7,1,9,73.1
STU11491,8,23.3,4,13,64.2
STU11492,11,16.1,5,6,71.3
STU11493,16,13.5,0,9,71.6
STU11494,11,17.5,6,4,78.6
STU11495,13,2.0,6,13,53.0
STU11496,12,16.1,2,11,44.9
STU11497,15,9.8,1,14,69.0
STU11498,9,19.0,9,2,99.1
STU11499,18,4.0,4,14,91.3
STU11500,17,11.9,6,14,67.5
STU11501,6,14.8,4,5,85.3
STU11502,8,11.2,2,4,88.3
STU11503,7,13.1,4,14,58.6
STU11504,10,19.5,2,14,74.4
STU11505,14,14.9,4,9,44.1
STU11506,10,10.3,4,12,65.5
STU11507,15,19.7,4,9,62.1
STU11508,18,16.3,7,9,77.7
STU11509,10,16.5,5,4,67.0
STU11510,7,10.5,5,9,66.5
STU11511,12,2.3,5,7,87.2
STU11512,8,10.5,3,9,47.3
STU11513,6,10.0,3,14,55.5
STU11514,17,11.9,5,10,78.9
STU11515,9,10.8,3,2,64.5
STU11516,15,15.6,5,2,76.6
STU11517,11,19.4,5,13,85.8
STU11518,14,20.4,3,5,81.6
STU11519,11,19.2,3,2,87.2
STU11520,12,10.5,4,10,73.4
STU11521,20,15.3,6,10,60.8
STU11522,16,22.8,5,12,57.9
STU11523,7,7.1,6,8,64.3
STU11524,16,21.7,5,3,81.1
STU11525,11,10.0,3,5,75.8
STU11526,17,16.5,4,13,86.0
STU11527,11,17.1,3,5,87.9
STU11528,4,15.9,3,11,59.3
STU11529,12,26.1,4,6,81.8
STU11530,12,13.5,2,13,68.3
STU11531,15,6.8,6,6,58.3
STU11532,19,16.8,4,9,90.9
STU11533,8,14.1,3,4,69.5
STU11534,4,17.8,4,8,82.8
STU11535,12,19.4,2,2,97.4
STU11536,12,14.8,2,2,53.6
STU11537,7,17.2,3,4,71.9
STU11538,14,15.7,5,2,61.9
STU11539,11,24.0,5,12,68.7
STU11540,12,13.1,3,2,74.2
STU11541,12,11.6,5,4,62.4
STU11542,15,19.4,3,12,79.9
STU11543,10,10.4,5,10,85.5
STU11544,8,17.0,5,6,78.3
STU11545,14,14.2,5,13,78.6
STU11546,17,14.5,2,5,69.2
STU11547,16,27.2,8,8,63.7
STU11548,12,21.2,0,3,70.1
STU11549,13,20.1,3,7,72.5
STU11550,12,17.7,6,11,69.0
STU11551,8,11.5,3,2,71.8
STU11552,14,16.3,4,5,61.5
STU11553,14,17.9,4,7,82.8
STU11554,13,16.0,1,11,70.5
STU11555,12,15.5,4,5,91.6
STU11556,9,13.0,7,8,84.9
STU11557,12,16.4,5,4,83.4
STU11558,12,12.4,3,14,66.5
STU11559,12,18.5,2,4,68.0
STU11560,10,4.9,5,11,70.4
STU11561,9,21.8,3,9,76.6
STU11562,16,8.4,0,3,77.5
STU11563,13,9.7,4,2,68.1
STU11564,11,17.0,3,6,97.0
STU11565,12,17.7,1,8,66.0
STU11566,16,25.4,8,14,41.3
STU11567,12,16.5,5,5,61.4
STU11568,14,14.8,6,9,74.0
STU11569,15,16.0,2,2,67.9
STU11570,17,23.0,6,6,78.1
STU11571,10,27.1,5,3,72.5
STU11572,10,14.1,4,12,68.6
STU11573,17,17.7,3,4,60.4
STU11574,13,14.6,6,7,81.7
STU11575,9,14.5,6,14,57.7
STU11576,11,24.4,5,12,62.2
STU11577,10,10.4,4,3,89.7
STU11578,10,3.3,7,9,68.0
STU11579,16,16.6,3,5,44.7
STU11580,17,21.0,2,11,81.2
STU11581,11,16.1,7,8,91.8
STU11582,14,17.5,3,6,55.2
STU11583,10,18.8,5,8,71.1
STU11584,9,15.6,2,8,98.0
STU11585,18,17.8,3,11,88.8
STU11586,9,17.7,6,3,92.8
STU11587,20,5.2,5,12,65.3
STU11588,16,15.6,0,7,67.4
STU11589,20,7.1,7,13,87.7
STU11590,20,14.8,9,9,74.9
STU11591,12,12.5,1,9,87.4
STU11592,14,20.2,4,10,68.6
STU11593,11,16.2,7,6,82.9
STU11594,19,17.4,2,14,65.7
STU11595,13,14.0,3,11,59.8
STU11596,17,20.3,5,4,74.2
STU11597,6,7.0,4,12,63.2
STU11598,13,10.5,3,6,54.0
STU11599,10,21.4,3,7,52.5
STU11600,10,12.8,2,10,79.1
STU11601,11,4.3,8,10,71.3
STU11602,11,22.3,5,5,61.2
STU11603,14,20.4,5,11,73.9
STU11604,9,18.6,7,6,79.6
STU11605,12,15.5,7,9,77.2
STU11606,11,23.3,7,10,78.0
STU11607,12,21.3,4,2,77.8
STU11608,18,22.7,4,4,65.2
STU11609,8,18.5,3,13,79.6
STU11610,11,15.6,3,14,58.2
STU11611,16,13.0,1,5,75.8
STU11612,14,8.7,4,10,61.8
STU11613,17,17.5,2,13,50.8
STU11614,11,17.9,6,2,51.0
STU11615,14,13.3,6,12,48.9
STU11616,17,18.1,5,11,78.5
STU11617,12,13.3,5,9,87.4
STU11618,13,19.3,3,14,87.0
STU11619,7,10.6,8,3,79.9
STU11620,7,9.7,5,13,69.9
STU11621,17,13.8,5,2,54.7
STU11622,8,19.1,4,11,77.3
STU11623,12,9.2,0,12,81.2
STU11624,11,20.2,3,8,70.5
STU11625,8,6.8,2,5,84.3
STU11626,8,13.8,5,13,62.7
STU11627,15,7.9,2,3,82.6
STU11628,9,2.0,7,5,67.2
STU11629,9,16.8,2,14,80.8
STU11630,10,14.1,2,11,87.2
STU11631,7,8.0,5,3,60.9
STU11632,10,12.4,5,12,66.6
STU11633,6,17.2,5,5,64.4
STU11634,8,13.2,5,12,85.6
STU11635,9,14.0,0,13,85.2
STU11636,11,13.0,7,3,68.3
STU11637,10,12.1,8,13,79.4
STU11638,9,12.0,4,8,66.2
STU11639,11,11.9,4,4,62.6
STU11640,6,11.2,4,8,78.3
STU11641,10,9.9,4,3,79.3
STU11642,10,13.1,1,5,60.5
STU11643,11,11.8,4,12,71.3
STU11644,13,9.6,8,8,69.3
STU11645,11,18.8,3,13,49.4
STU11646,7,21.2,2,7,65.7
STU11647,11,15.0,5,4,73.8
STU11648,11,15.3,3,14,63.3
STU11649,10,11.5,4,9,61.9
STU11650,11,20.3,7,12,71.9
STU11651,14,23.7,3,10,72.0
STU11652,10,14.2,2,5,74.2
STU11653,15,12.4,2,10,72.0
STU11654,13,16.7,4,14,80.9
STU11655,14,15.6,6,4,80.9
STU11656,15,12.5,2,3,82.1
STU11657,13,17.4,3,9,85.5
STU11658,19,19.7,6,11,83.8
STU11659,6,11.1,4,7,63.6
STU11660,14,27.7,8,9,57.3
STU11661,15,7.3,5,4,79.9
STU11662,14,10.7,5,14,88.2
STU11663,13,16.2,5,9,63.9
STU11664,14,26.2,1,12,81.7
STU11665,10,12.2,7,11,92.9
STU11666,17,9.7,1,11,70.4
STU11667,7,17.7,2,3,56.1
STU11668,12,13.8,6,12,88.8
STU11669,11,18.3,7,14,79.6
STU11670,12,14.6,4,14,74.5
STU11671,12,10.7,8,8,81.0
STU11672,10,26.7,2,14,69.0
STU11673,10,1.0,4,3,90.7
STU11674,7,24.1,8,13,71.2
STU11675,15,19.7,3,12,49.5
STU11676,12,11.3,2,3,67.3
STU11677,10,24.4,4,6,49.1
STU11678,10,8.1,3,12,72.8
STU11679,15,20.0,5,14,98.1
STU11680,15,4.6,2,10,58.0
STU11681,12,9.3,4,3,65.9
STU11682,8,9.3,4,14,54.4
STU11683,14,11.2,3,10,70.7
STU11684,12,15.1,5,14,74.6
STU11685,12,10.9,1,9,48.5
STU11686,15,4.8,5,11,80.4
STU11687,11,17.3,1,5,69.2
STU11688,17,15.2,7,6,69.7
STU11689,12,17.0,4,14,59.3
STU11690,10,15.9,1,7,73.0
STU11691,6,19.8,3,10,91.3
STU11692,9,14.6,1,11,81.7
STU11693,18,20.1,3,14,82.3
STU11694,11,11.1,2,7,56.4
STU11695,9,11.4,3,7,100.0
STU11696,12,21.9,6,12,66.1
STU11697,11,21.8,7,7,79.4
STU11698,10,17.9,3,11,73.7
STU11699,12,10.6,6,2,73.9
STU11700,12,10.2,12,2,82.7
STU11701,16,21.6,2,10,84.9
STU11702,15,21.4,1,11,53.0
STU11703,14,14.7,4,3,54.9
STU11704,17,26.7,2,6,70.5
STU11705,5,17.3,8,10,78.0
STU11706,11,9.5,4,7,72.6
STU11707,8,13.6,3,10,60.8
STU11708,19,15.0,4,3,81.8
STU11709,13,15.4,0,11,90.5
STU11710,14,21.3,3,12,70.4
STU11711,10,10.2,4,2,78.1
STU11712,19,8.3,5,3,53.1
STU11713,11,18.0,3,3,67.7
STU11714,11,12.5,6,6,80.0
STU11715,11,27.1,4,2,73.4
STU11716,8,19.7,2,12,62.4
STU11717,8,12.4,6,3,68.1
STU11718,6,21.1,3,6,82.3
STU11719,14,18.7,4,6,68.4
STU11720,9,18.2,3,8,65.4
STU11721,13,14.4,0,5,76.8
STU11722,10,17.1,3,7,71.2
STU11723,10,4.5,4,7,84.2
STU11724,13,21.6,7,10,65.6
STU11725,13,1.0,2,14,76.9
STU11726,12,12.8,1,4,57.0
STU11727,11,7.0,3,10,73.7
STU11728,10,12.5,6,12,89.0
STU11729,12,14.6,5,14,45.8
STU11730,14,9.0,9,10,77.3
STU11731,15,1.1,1,14,67.7
STU11732,15,16.0,2,14,71.4
STU11733,17,25.4,4,14,67.8
STU11734,16,13.2,5,3,72.4
STU11735,7,19.8,5,3,78.0
STU11736,14,22.5,4,8,55.8
STU11737,12,5.5,4,9,78.6
STU11738,13,12.7,4,4,91.2
STU11739,15,8.6,1,8,69.1
STU11740,12,11.0,0,8,65.1
STU11741,14,23.5,2,8,69.6
STU11742,13,16.1,5,3,75.1
STU11743,11,18.9,4,9,62.9
STU11744,7,14.8,1,12,79.0
STU11745,1,8.9,3,11,95.5
STU11746,9,18.4,6,9,92.1
STU11747,17,21.3,5,6,83.6
STU11748,13,16.6,2,8,83.3
STU11749,5,17.4,3,8,86.1
STU11750,14,8.8,4,11,72.3
STU11751,16,18.5,2,5,54.9
STU11752,7,21.7,2,6,83.9
STU11753,4,17.0,5,13,54.2
STU11754,13,6.0,3,14,65.3
STU11755,15,23.2,5,7,78.4
STU11756,9,10.3,3,7,61.8
STU11757,11,16.9,1,11,95.3
STU11758,14,19.8,4,10,67.0
STU11759,17,20.4,3,4,57.0
STU11760,16,6.0,2,6,75.6
STU11761,14,15.6,2,2,63.1
STU11762,14,15.3,1,2,67.0
STU11763,11,22.2,4,11,78.4
STU11764,16,17.3,3,6,81.4
STU11765,8,22.2,4,2,78.7
STU11766,14,17.7,4,12,70.9
STU11767,5,14.6,4,13,55.5
STU11768,16,16.0,4,8,78.3
STU11769,10,22.6,7,11,73.2
STU11770,7,8.5,7,9,73.4
STU11771,10,19.5,3,11,64.3
STU11772,11,11.9,2,3,74.8
STU11773,6,10.8,6,4,65.0
STU11774,14,20.1,9,11,75.0
STU11775,11,10.6,6,9,50.7
STU11776,13,16.9,1,12,90.9
STU11777,16,12.6,1,2,74.5
STU11778,18,3.2,3,14,67.2
STU11779,13,17.4,6,10,67.8
STU11780,8,15.6,3,6,87.5
STU11781,12,5.4,4,11,60.0
STU11782,13,11.5,1,2,65.1
STU11783,12,6.0,4,12,58.0
STU11784,5,18.7,4,11,73.6
STU11785,10,21.9,6,9,78.8
STU11786,14,19.2,5,10,74.7
STU11787,9,19.9,4,10,77.8
STU11788,11,12.4,6,12,84.8
STU11789,16,17.7,11,12,70.4
STU11790,11,15.0,3,10,61.4
STU11791,12,15.9,4,7,61.0
STU11792,9,19.8,8,12,62.5
STU11793,13,20.9,7,8,86.0
STU11794,6,13.1,7,13,80.9
STU11795,9,8.0,8,8,42.2
STU11796,9,14.1,5,5,75.0
STU11797,13,13.9,5,4,77.9
STU11798,21,16.4,4,10,63.4
STU11799,10,19.2,4,4,67.1
STU11800,16,5.4,3,4,60.2
STU11801,9,11.6,3,14,57.1
STU11802,8,10.2,5,5,65.8
STU11803,11,21.3,3,11,91.3
STU11804,12,14.0,6,11,63.8
STU11805,11,12.4,3,11,69.1
STU11806,11,17.7,2,4,61.2
STU11807,20,12.0,1,3,48.6
STU11808,9,14.9,5,6,69.9
STU11809,10,24.1,5,12,83.2
STU11810,5,23.9,3,2,76.9
STU11811,6,13.0,7,2,65.7
STU11812,14,14.1,3,12,78.3
STU11813,17,11.9,5,7,67.2
STU11814,10,5.4,4,13,56.0
STU11815,13,20.2,5,5,46.1
STU11816,13,27.1,3,9,69.3
STU11817,14,12.8,2,2,99.7
STU11818,12,10.9,1,11,57.7
STU11819,10,13.6,4,6,63.0
STU11820,10,15.4,1,12,82.9
STU11821,11,9.3,4,14,59.5
STU11822,11,12.7,3,14,73.8
STU11823,16,20.1,6,7,60.6
STU11824,10,15.6,3,6,53.7
STU11825,18,21.4,7,12,57.0
STU11826,17,16.8,3,11,72.3
STU11827,9,9.6,6,7,94.0
STU11828,17,12.1,4,4,70.0
STU11829,5,16.2,5,10,82.8
STU11830,9,9.4,4,8,61.9
STU11831,12,8.7,2,11,71.8
STU11832,18,9.0,2,2,56.0
STU11833,13,17.6,6,6,69.1
STU11834,12,13.2,6,11,65.8
STU11835,14,20.9,3,14,86.2
STU11836,11,10.5,3,2,68.8
STU11837,14,2.7,4,4,71.2
STU11838,9,14.3,4,7,86.3
STU11839,7,23.2,3,3,80.0
STU11840,13,15.2,5,6,80.5
STU11841,14,8.1,2,8,54.8
STU11842,8,6.9,4,13,87.4
STU11843,9,21.0,4,14,89.4
STU11844,13,11.0,5,10,83.9
STU11845,15,22.7,7,2,80.3
STU11846,10,18.3,5,8,77.2
STU11847,12,11.2,4,9,90.2
STU11848,8,20.8,2,4,72.2
STU11849,16,10.4,5,3,83.9
STU11850,13,7.8,5,9,81.1
STU11851,13,10.7,4,8,77.0
STU11852,22,18.8,6,13,84.7
STU11853,9,20.7,4,2,73.4
STU11854,14,13.0,3,3,83.2
STU11855,7,5.7,2,5,81.9
STU11856,8,7.2,6,4,69.4
STU11857,15,9.7,7,3,78.5
STU11858,15,8.5,2,6,53.4
STU11859,9,16.3,3,7,79.8
STU11860,13,24.7,5,7,41.4
STU11861,8,19.0,5,8,87.9
STU11862,10,9.4,2,13,54.7
STU11863,18,11.5,3,14,69.5
STU11864,14,12.5,5,7,86.7
STU11865,11,16.9,5,14,78.2
STU11866,10,22.9,7,7,64.8
STU11867,7,12.7,5,9,67.6
STU11868,12,22.7,6,13,82.2
STU11869,14,25.5,1,6,62.2
STU11870,16,13.3,2,13,74.0
STU11871,11,13.1,6,6,64.7
STU11872,13,13.2,2,12,77.9
STU11873,16,15.3,5,12,78.3
STU11874,12,13.2,4,8,67.5
STU11875,12,19.4,9,11,61.3
STU11876,10,7.3,5,14,65.3
STU11877,14,12.3,4,12,56.7
STU11878,6,16.6,3,12,55.3
STU11879,15,19.4,3,8,82.9
STU11880,12,26.0,5,4,76.7
STU11881,15,8.6,8,2,63.8
STU11882,7,11.7,5,6,88.2
STU11883,15,3.7,5,11,79.3
STU11884,11,9.5,4,12,77.7
STU11885,19,6.2,6,5,84.9
STU11886,6,12.4,5,2,83.6
STU11887,9,13.9,1,6,80.1
STU11888,12,17.3,4,7,71.1
STU11889,13,13.5,2,8,71.9
STU11890,18,17.3,5,11,51.1
STU11891,9,15.6,2,12,75.8
STU11892,12,9.8,5,13,79.0
STU11893,14,6.6,7,10,71.3
STU11894,14,17.9,2,13,47.2
STU11895,14,23.2,4,5,46.5
STU11896,14,27.7,2,2,45.4
STU11897,15,19.7,6,5,54.1
STU11898,16,22.3,2,12,74.0
STU11899,12,17.3,5,8,72.1
STU11900,9,16.5,5,2,72.0
STU11901,13,15.6,3,14,67.9
STU11902,13,14.5,3,10,62.2
STU11903,11,18.0,2,7,65.5
STU11904,22,12.4,4,11,69.8
STU11905,13,14.3,5,9,80.2
STU11906,12,9.1,1,7,81.1
STU11907,14,17.4,5,8,73.0
STU11908,13,10.2,1,4,49.9
STU11909,15,15.2,8,9,69.9
STU11910,16,17.5,4,6,74.5
STU11911,13,17.9,3,8,61.9
STU11912,13,18.9,4,8,95.5
STU11913,9,13.9,3,7,64.3
STU11914,20,17.4,4,4,67.5
STU11915,10,12.6,7,12,68.4
STU11916,11,5.1,3,2,56.5
STU11917,18,17.7,6,7,50.9
STU11918,9,16.5,3,14,65.2
STU11919,10,20.1,3,10,35.9
STU11920,13,14.9,2,3,74.0
STU11921,9,7.0,2,3,66.5
STU11922,15,14.5,4,11,64.3
STU11923,15,19.4,6,2,77.0
STU11924,7,17.4,3,2,63.0
STU11925,12,14.3,4,3,60.8
STU11926,14,6.7,4,2,50.7
STU11927,9,9.9,2,13,53.9
STU11928,7,17.4,6,13,83.5
STU11929,14,6.7,5,13,63.4
STU11930,16,13.4,2,12,70.0
STU11931,10,15.2,4,14,65.5
STU11932,14,20.7,6,7,79.4
STU11933,12,18.1,5,6,61.3
STU11934,6,19.8,6,9,60.0
STU11935,12,16.5,9,14,52.2
STU11936,9,10.8,5,11,74.4
STU11937,14,11.9,3,8,80.9
STU11938,14,10.3,3,13,78.4
STU11939,16,18.0,6,5,83.3
STU11940,12,11.5,6,10,73.0
STU11941,11,13.0,4,12,78.3
STU11942,14,15.1,5,12,82.0
STU11943,14,23.2,7,5,59.2
STU11944,13,18.3,3,10,85.8
STU11945,11,11.1,5,5,77.1
STU11946,13,15.8,5,3,83.5
STU11947,13,23.3,2,3,80.8
STU11948,14,18.1,3,14,52.9
STU11949,12,7.0,2,7,80.9
STU11950,14,10.4,6,7,74.9
STU11951,9,10.0,4,8,66.5
STU11952,12,22.2,13,14,78.1
STU11953,14,21.3,1,13,79.4
STU11954,10,11.9,3,8,88.9
STU11955,13,11.8,5,14,92.9
STU11956,7,15.2,5,13,78.2
STU11957,22,15.4,4,4,77.6
STU11958,10,10.2,4,11,80.5
STU11959,15,13.8,7,8,65.5
STU11960,9,7.7,3,10,83.6
STU11961,11,21.4,4,10,65.0
STU11962,15,6.2,2,12,69.6
STU11963,8,6.1,5,8,65.3
STU11964,10,17.2,7,5,62.9
STU11965,18,8.8,2,9,83.6
STU11966,12,12.5,2,3,73.2
STU11967,21,15.3,1,9,77.6
STU11968,7,18.4,8,13,77.8
STU11969,16,13.9,2,13,59.2
STU11970,7,23.9,3,12,56.4
STU11971,16,15.0,2,4,92.9
STU11972,14,21.0,6,6,63.0
STU11973,10,16.4,6,4,75.9
STU11974,8,25.7,5,14,69.9
STU11975,14,20.3,4,7,71.2
STU11976,10,15.2,5,7,79.8
STU11977,10,18.1,2,9,60.8
STU11978,18,13.7,9,2,67.5
STU11979,15,13.6,3,6,87.0
STU11980,9,8.5,3,6,71.6
STU11981,13,11.0,3,10,88.2
STU11982,13,25.3,2,11,79.7
STU11983,12,9.0,1,5,80.9
STU11984,12,11.7,8,7,76.1
STU11985,13,14.5,2,13,100.0
STU11986,12,14.7,5,12,63.6
STU11987,10,16.9,1,12,52.3
STU11988,14,12.7,4,11,61.8
STU11989,11,17.2,3,8,69.2
STU11990,12,20.7,3,4,100.0
STU11991,14,21.3,5,13,81.2
STU11992,8,13.7,5,7,85.4
STU11993,14,18.1,6,14,46.0
STU11994,9,9.3,3,14,66.7
STU11995,13,11.4,1,4,79.8
STU11996,13,9.1,2,13,74.3
STU11997,9,14.8,2,7,53.2
STU11998,7,10.7,2,2,76.7
STU11999,13,7.4,5,10,63.2
STU12000,11,13.1,7,7,76.1
STU12001,8,6.4,2,7,56.2
STU12002,18,21.6,5,14,71.5
STU12003,14,12.2,6,5,87.6
STU12004,9,19.9,5,6,67.4
STU12005,5,12.5,7,5,88.8
STU12006,11,9.0,4,7,57.8
STU12007,11,20.9,4,8,67.0
STU12008,14,15.4,4,2,77.5
STU12009,10,24.4,5,4,64.2
STU12010,14,12.7,6,3,68.0
STU12011,15,12.8,0,12,57.8
STU12012,8,20.0,10,13,51.8
STU12013,9,20.1,4,6,75.9
STU12014,18,15.8,2,9,68.0
STU12015,9,31.7,3,6,86.0
STU12016,13,13.6,3,10,58.3
STU12017,6,8.7,6,2,66.8
STU12018,7,10.0,4,12,63.4
STU12019,12,13.6,2,7,60.5
STU12020,11,22.6,4,4,87.9
STU12021,13,14.1,4,3,60.1
STU12022,9,22.8,3,5,72.0
STU12023,13,17.2,6,4,74.1
STU12024,11,20.4,2,12,59.9
STU12025,16,16.9,2,10,81.7
STU12026,12,16.9,3,13,58.3
STU12027,18,18.8,4,10,85.6
STU12028,9,12.2,2,9,63.9
STU12029,11,12.2,3,8,77.0
STU12030,10,16.7,1,11,97.8
STU12031,16,24.7,1,4,84.0
STU12032,18,7.3,3,12,56.6
STU12033,9,4.9,2,4,41.1
STU12034,11,13.7,7,14,88.7
STU12035,14,20.2,4,8,74.5
STU12036,18,15.3,3,5,90.5
STU12037,12,9.2,5,9,82.0
STU12038,11,15.4,4,2,71.7
STU12039,14,6.3,1,2,86.8
STU12040,12,18.1,6,8,67.7
STU12041,13,13.5,3,10,92.8
STU12042,15,14.6,4,3,66.4
STU12043,11,17.1,5,6,67.1
STU12044,10,16.0,2,3,79.0
STU12045,6,12.3,5,13,68.3
STU12046,10,20.2,5,10,81.2
STU12047,8,19.0,4,10,69.2
STU12048,13,6.1,4,2,77.5
STU12049,16,13.8,4,12,87.3
STU12050,7,9.6,6,8,73.5
STU12051,4,8.7,2,12,69.4
STU12052,12,17.7,8,2,69.3
STU12053,15,12.9,4,8,81.5
STU12054,13,14.3,6,9,85.7
STU12055,9,11.7,1,2,50.4
STU12056,14,16.9,4,4,79.8
STU12057,12,18.4,1,11,59.5
STU12058,8,25.9,2,6,66.4
STU12059,10,14.1,8,11,72.4
STU12060,7,7.8,4,8,71.8
STU12061,14,12.5,7,6,70.4
STU12062,17,19.2,7,4,75.7
STU12063,12,11.1,7,9,65.2
STU12064,10,7.6,4,7,78.5
STU12065,9,11.2,4,2,69.7
STU12066,9,12.3,5,8,76.2
STU12067,17,9.6,4,10,66.5
STU12068,12,16.1,2,2,61.6
STU12069,11,14.6,8,8,59.6
STU12070,10,18.9,4,3,67.6
STU12071,12,12.8,3,2,59.8
STU12072,8,17.8,7,14,83.3
STU12073,17,12.5,7,2,77.6
STU12074,7,9.4,5,4,58.1
STU12075,8,12.3,1,2,51.2
STU12076,14,6.9,7,11,81.9
STU12077,14,23.9,3,3,79.3
STU12078,13,15.7,4,8,56.3
STU12079,10,11.0,2,9,65.0
STU12080,18,13.1,3,4,80.0
STU12081,7,2.7,4,8,42.4
STU12082,10,22.2,5,13,59.6
STU12083,12,21.7,7,8,64.8
STU12084,14,15.5,3,11,81.3
STU12085,14,16.6,4,5,68.4
STU12086,14,8.7,2,12,81.4
STU12087,12,9.0,2,2,63.2
STU12088,12,6.5,4,5,76.9
STU12089,8,14.2,4,12,74.0
STU12090,11,20.3,3,13,62.0
STU12091,11,13.1,4,13,66.5
STU12092,8,16.7,7,2,76.2
STU12093,17,19.9,5,11,72.0
STU12094,13,6.9,4,5,77.2
STU12095,14,24.2,4,6,81.9
STU12096,13,20.8,3,10,69.2
STU12097,12,17.6,4,8,39.1
STU12098,20,19.6,2,14,57.9
STU12099,13,19.9,2,10,53.6
STU12100,15,16.5,3,10,54.3
STU12101,14,22.1,2,9,70.1
STU12102,11,12.7,7,3,77.1
STU12103,19,17.3,6,6,56.8
STU12104,13,21.6,6,5,80.8
STU12105,15,1.5,5,2,81.6
STU12106,15,17.2,5,7,95.6
STU12107,15,18.6,2,6,83.1
STU12108,13,6.5,4,14,84.4
STU12109,10,16.4,3,11,74.1
STU12110,12,11.0,9,14,60.7
STU12111,13,17.0,2,13,68.6
STU12112,11,14.5,3,14,84.6
STU12113,17,10.3,8,11,69.8
STU12114,13,20.5,7,8,74.3
STU12115,13,12.9,6,2,82.4
STU12116,8,16.3,6,6,73.5
STU12117,12,21.6,1,14,69.1
STU12118,11,10.4,4,4,64.3
STU12119,11,15.0,2,5,96.4
STU12120,14,12.5,4,5,76.3
STU12121,12,13.6,4,13,58.5
STU12122,18,25.8,2,7,63.4
STU12123,10,17.3,5,14,71.7
STU12124,10,16.6,4,13,79.6
STU12125,11,17.6,1,5,70.2
STU12126,13,17.2,2,8,53.8
STU12127,13,5.9,4,4,49.1
STU12128,11,26.5,2,9,50.5
STU12129,16,7.7,2,3,78.1
STU12130,13,23.7,6,3,74.0
STU12131,9,18.1,1,2,63.5
STU12132,15,15.9,2,7,96.0
STU12133,14,13.5,5,12,71.4
STU12134,10,28.0,4,7,52.3
STU12135,11,18.0,5,14,70.2
STU12136,18,15.1,10,7,77.1
STU12137,14,12.3,1,2,65.9
STU12138,16,11.7,1,5,69.7
STU12139,14,15.3,6,2,79.3
STU12140,15,10.3,5,3,74.4
STU12141,17,18.4,5,9,79.6
STU12142,10,11.8,6,9,80.5
STU12143,9,20.0,6,2,53.3
STU12144,10,19.9,5,2,78.8
STU12145,12,14.7,5,12,79.3
STU12146,14,17.9,4,13,74.9
STU12147,19,18.2,8,14,75.8
STU12148,13,7.7,2,14,61.1
STU12149,10,23.7,4,4,90.3
STU12150,10,13.7,4,8,78.9
STU12151,12,18.5,4,7,80.1
STU12152,8,18.6,2,4,88.6
STU12153,11,2.6,2,9,82.2
STU12154,7,11.7,4,9,82.5
STU12155,6,19.2,3,14,42.7
STU12156,13,15.3,2,7,37.8
STU12157,15,18.4,6,2,70.2
STU12158,5,15.5,4,13,75.0
STU12159,10,21.1,3,9,76.0
STU12160,10,15.6,4,6,75.4
STU12161,8,22.1,5,10,75.4
STU12162,13,10.1,5,10,73.6
STU12163,12,14.4,4,3,62.9
STU12164,10,12.0,3,12,55.1
STU12165,7,16.9,4,14,70.4
STU12166,7,13.6,3,14,64.3
STU12167,7,13.9,4,7,66.9
STU12168,16,11.5,4,5,51.9
STU12169,9,12.7,1,8,69.8
STU12170,11,14.9,4,7,74.9
STU12171,14,4.9,3,8,54.6
STU12172,15,3.5,6,6,77.1
STU12173,14,15.3,7,10,55.7
STU12174,13,1.2,6,2,77.8
STU12175,10,14.0,3,13,62.3
STU12176,8,13.1,3,8,84.4
STU12177,9,17.7,2,10,62.7
STU12178,18,11.6,3,9,59.3
STU12179,10,22.8,6,2,71.4
STU12180,11,19.2,7,9,76.0
STU12181,12,7.4,4,14,83.2
STU12182,13,13.6,5,4,78.9
STU12183,15,22.6,5,14,60.1
STU12184,16,11.5,3,11,74.9
STU12185,12,14.7,8,13,57.3
STU12186,15,22.0,6,7,83.7
STU12187,14,12.3,3,10,87.8
STU12188,15,20.6,1,8,73.3
STU12189,9,10.5,2,14,68.2
STU12190,8,1.0,4,6,90.8
STU12191,13,21.1,3,9,88.0
STU12192,9,17.2,4,9,47.9
STU12193,10,17.5,7,7,77.4
STU12194,8,9.5,4,7,68.9
STU12195,14,9.9,5,10,53.4
STU12196,12,20.8,7,5,90.5
STU12197,6,16.2,3,14,60.6
STU12198,14,14.4,4,4,82.3
STU12199,10,16.1,6,9,63.9
