student_id,age,gender,socio_economic_tier,distance_from_campus_km,internet_access,parent_education
STU12370,18,Female,Low,2.1,Moderate,Bachelors
STU12371,25,Female,Medium,5.1,High-Speed,Masters
STU12372,23,Female,Low,4.6,High-Speed,High School
STU12373,23,Male,Low,12.7,High-Speed,High School
STU12374,20,Female,Medium,14.1,High-Speed,High School
STU12375,25,Male,Low,8.9,High-Speed,High School
STU12376,23,Male,Low,0.2,High-Speed,Doctorate
STU12377,20,Female,Medium,25.4,High-Speed,High School
STU12378,19,Male,Medium,11.0,High-Speed,Bachelors
STU12379,25,Female,Medium,0.3,High-Speed,High School
STU12380,22,Female,Medium,16.2,Limited,Bachelors
STU12381,25,Female,Medium,2.1,Moderate,High School
STU12382,25,Female,Medium,8.2,Moderate,High School
STU12383,23,Male,High,6.0,High-Speed,High School
STU12384,19,Male,Low,5.2,Moderate,Bachelors
STU12385,25,Female,Medium,20.9,High-Speed,High School
STU12386,24,Male,High,5.5,Limited,High School
STU12387,24,Female,High,0.7,Moderate,High School
STU12388,20,Female,Low,27.8,High-Speed,Doctorate
STU12389,23,Female,Low,24.1,Moderate,Bachelors
STU12390,23,Male,Medium,11.0,High-Speed,Bachelors
STU12391,25,Male,Low,6.0,High-Speed,Bachelors
STU12392,18,Male,High,0.9,Moderate,High School
STU12393,19,Male,Medium,14.9,High-Speed,Bachelors
STU12394,21,Female,Medium,0.7,High-Speed,High School
STU12395,21,Male,Low,0.7,Moderate,Bachelors
STU12396,18,Male,Medium,7.3,High-Speed,Bachelors
STU12397,20,Male,Medium,1.7,Moderate,Bachelors
STU12398,21,Female,High,0.1,Limited,High School
STU12399,25,Female,Low,5.2,High-Speed,High School
STU12400,21,Male,Low,1.4,High-Speed,Bachelors
STU12401,24,Male,Medium,1.7,High-Speed,Bachelors
STU12402,24,Male,Low,0.8,High-Speed,High School
STU12403,22,Male,Medium,2.2,High-Speed,High School
STU12404,19,Female,High,11.9,High-Speed,Masters
STU12405,20,Female,Medium,15.7,High-Speed,Bachelors
STU12406,23,Male,High,5.7,High-Speed,Doctorate
STU12407,19,Male,Low,6.7,Moderate,High School
STU12408,20,Other,Low,0.3,Moderate,Bachelors
STU12409,21,Male,Low,0.7,Moderate,High School
STU12410,22,Female,Medium,2.8,High-Speed,Bachelors
STU12411,19,Male,High,7.5,High-Speed,High School
STU12412,21,Male,Low,12.8,Moderate,High School
STU12413,20,Male,Medium,8.8,High-Speed,High School
STU12414,19,Female,Medium,4.7,High-Speed,Bachelors
STU12415,23,Female,High,1.2,Moderate,Bachelors
STU12416,19,Male,Low,14.4,High-Speed,Bachelors
STU12417,21,Male,Low,4.3,High-Speed,Masters
STU12418,25,Male,Low,12.7,Moderate,Bachelors
STU12419,25,Male,Medium,6.8,Limited,Bachelors
STU12420,19,Male,Low,12.7,High-Speed,Doctorate
STU12421,23,Male,High,22.6,High-Speed,Bachelors
STU12422,22,Female,Medium,24.1,High-Speed,High School
STU12423,22,Male,Medium,7.3,Moderate,Doctorate
STU12424,25,Male,Medium,6.8,High-Speed,High School
STU12425,21,Female,Low,2.9,High-Speed,Bachelors
STU12426,20,Male,Medium,26.1,Limited,High School
STU12427,21,Female,High,5.8,High-Speed,Bachelors
STU12428,22,Male,High,1.3,Limited,Bachelors
STU12429,18,Female,High,5.4,Limited,High School
STU12430,18,Female,High,1.3,High-Speed,Bachelors
STU12431,19,Female,Low,6.6,Moderate,Bachelors
STU12432,23,Other,Low,7.8,High-Speed,High School
STU12433,25,Male,Low,3.9,Moderate,High School
STU12434,24,Female,Medium,0.7,Moderate,High School
STU12435,24,Male,Low,27.3,High-Speed,Masters
STU12436,24,Male,Medium,14.1,Moderate,Bachelors
STU12437,19,Male,Medium,17.3,Moderate,Masters
STU12438,18,Female,High,4.3,High-Speed,High School
STU12439,22,Male,Medium,13.6,High-Speed,High School
STU12440,19,Female,High,6.3,High-Speed,High School
STU12441,24,Female,Low,2.1,High-Speed,High School
STU12442,24,Female,Low,1.3,Limited,Bachelors
STU12443,25,Female,Medium,4.0,Moderate,Doctorate
STU12444,21,Male,Low,1.4,High-Speed,High School
STU12445,24,Male,Low,60.4,High-Speed,Doctorate
STU12446,23,Male,Medium,0.5,High-Speed,High School
STU12447,24,Male,Low,5.5,High-Speed,Masters
STU12448,21,Male,Medium,5.7,High-Speed,High School
STU12449,24,Male,Medium,3.4,High-Speed,Masters
STU12450,23,Male,Medium,8.0,High-Speed,High School
STU12451,22,Female,Medium,1.5,Limited,Masters
STU12452,19,Female,Medium,14.6,Moderate,High School
STU12453,23,Male,Low,3.8,Moderate,High School
STU12454,21,Female,Low,8.5,High-Speed,Bachelors
STU12455,19,Male,Medium,11.9,Limited,High School
STU12456,19,Male,Medium,20.9,Moderate,Bachelors
STU12457,21,Female,Medium,17.2,Moderate,Doctorate
STU12458,25,Male,Medium,8.9,High-Speed,Bachelors
STU12459,18,Male,Low,4.7,High-Speed,Bachelors
STU12460,24,Other,Medium,6.6,High-Speed,High School
STU12461,23,Female,Medium,13.9,High-Speed,Bachelors
STU12462,21,Female,Medium,20.0,Moderate,Bachelors
STU12463,22,Female,Medium,1.0,Limited,Masters
STU12464,20,Female,Medium,4.6,High-Speed,High School
STU12465,21,Male,Medium,14.2,High-Speed,Bachelors
STU12466,24,Male,Medium,5.4,Moderate,High School
STU12467,24,Male,Low,3.8,High-Speed,High School
STU12468,19,Male,Medium,5.0,Moderate,High School
STU12469,19,Female,Low,8.8,Moderate,High School
STU12470,21,Male,Low,81.2,High-Speed,High School
STU12471,20,Female,High,6.5,Moderate,High School
STU12472,25,Female,High,2.2,High-Speed,Masters
STU12473,21,Female,Low,1.7,Moderate,High School
STU12474,20,Female,Medium,0.4,Moderate,Masters
STU12475,25,Female,Low,7.8,Moderate,High School
STU12476,20,Male,Medium,7.5,High-Speed,High School
STU12477,24,Female,High,2.2,High-Speed,Bachelors
STU12478,24,Male,High,11.3,High-Speed,Bachelors
STU12479,24,Female,Medium,12.8,High-Speed,Bachelors
STU12480,22,Male,Medium,2.8,Moderate,Bachelors
STU12481,24,Female,Medium,4.0,High-Speed,High School
STU12482,23,Female,Medium,44.2,Moderate,Bachelors
STU12483,19,Male,High,4.5,High-Speed,Bachelors
STU12484,19,Male,High,13.6,High-Speed,High School
STU12485,20,Other,Medium,5.7,Moderate,Masters
STU12486,19,Male,Medium,15.0,High-Speed,Bachelors
STU12487,18,Female,Low,13.9,Moderate,High School
STU12488,25,Female,Low,10.5,High-Speed,Masters
STU12489,20,Male,High,18.3,Limited,Masters
STU12490,19,Male,Medium,26.6,High-Speed,Bachelors
STU12491,18,Male,Medium,8.2,Moderate,High School
STU12492,25,Female,Medium,2.6,High-Speed,Masters
STU12493,22,Male,High,4.8,High-Speed,High School
STU12494,19,Female,Low,13.5,Limited,High School
STU12495,18,Female,High,10.0,Moderate,High School
STU12496,21,Female,High,1.9,High-Speed,Bachelors
STU12497,23,Female,High,0.5,High-Speed,Masters
STU12498,21,Other,Medium,10.9,High-Speed,Bachelors
STU12499,18,Male,Low,2.7,High-Speed,Doctorate
STU12500,20,Female,Medium,6.6,Moderate,High School
STU12501,24,Female,Medium,13.0,High-Speed,High School
STU12502,24,Female,Low,7.9,High-Speed,Bachelors
STU12503,24,Female,Medium,0.8,Moderate,Doctorate
STU12504,25,Male,Medium,2.0,High-Speed,Bachelors
STU12505,20,Male,High,2.4,Moderate,High School
STU12506,25,Female,Low,2.8,Limited,High School
STU12507,19,Male,Medium,7.9,High-Speed,High School
STU12508,24,Female,Medium,6.7,Moderate,High School
STU12509,21,Female,Medium,2.2,High-Speed,High School
STU12510,20,Male,High,0.7,High-Speed,Masters
STU12511,20,Female,Medium,1.8,High-Speed,Bachelors
STU12512,24,Male,High,39.5,High-Speed,Bachelors
STU12513,21,Female,Medium,6.0,High-Speed,High School
STU12514,22,Female,Medium,19.2,High-Speed,High School
STU12515,20,Female,Low,17.9,Moderate,Bachelors
STU12516,24,Male,Low,6.8,Moderate,Masters
STU12517,23,Male,Low,11.7,Limited,Bachelors
STU12518,18,Female,Low,2.0,High-Speed,Masters
STU12519,25,Female,Low,11.1,High-Speed,Masters
STU12520,19,Female,Low,3.0,High-Speed,High School
STU12521,20,Male,Low,16.9,High-Speed,High School
STU12522,23,Male,High,0.8,High-Speed,Bachelors
STU12523,23,Male,Low,14.1,Moderate,Bachelors
STU12524,20,Female,Medium,1.0,High-Speed,High School
STU12525,22,Male,Low,20.2,High-Speed,Bachelors
STU12526,18,Male,High,3.4,High-Speed,Bachelors
STU12527,19,Female,High,10.1,High-Speed,Masters
STU12528,20,Male,Medium,6.4,High-Speed,High School
STU12529,25,Other,Medium,4.3,High-Speed,High School
STU12530,19,Female,Low,9.9,Moderate,Bachelors
STU12531,21,Female,High,28.0,High-Speed,Bachelors
STU12532,23,Male,High,0.4,Moderate,Bachelors
STU12533,23,Male,High,23.9,High-Speed,Masters
STU12534,20,Female,Medium,8.9,High-Speed,Bachelors
STU12535,20,Female,Medium,15.6,Moderate,Bachelors
STU12536,25,Female,High,4.6,High-Speed,High School
STU12537,21,Male,Low,6.1,High-Speed,Bachelors
STU12538,22,Female,Medium,19.3,Moderate,Bachelors
STU12539,20,Female,Low,5.1,High-Speed,Masters
STU12540,23,Female,High,7.3,High-Speed,Doctorate
STU12541,19,Female,Low,0.2,Moderate,Bachelors
STU12542,18,Female,Low,1.6,Moderate,Bachelors
STU12543,24,Female,Medium,9.8,High-Speed,High School
STU12544,19,Male,Medium,12.0,High-Speed,High School
STU12545,22,Male,Medium,8.3,Moderate,High School
STU12546,18,Male,Low,1.5,High-Speed,High School
STU12547,19,Male,Low,5.6,High-Speed,Bachelors
STU12548,19,Male,Medium,4.2,High-Speed,High School
STU12549,21,Male,High,6.5,Limited,Bachelors
STU12550,24,Male,High,19.4,High-Speed,Bachelors
STU12551,25,Male,Medium,14.2,Moderate,Bachelors
STU12552,22,Female,High,0.8,High-Speed,Bachelors
STU12553,23,Female,Medium,21.0,High-Speed,High School
STU12554,21,Male,Medium,6.1,Moderate,Doctorate
STU12555,18,Female,Medium,12.9,Limited,High School
STU12556,24,Female,Medium,1.4,High-Speed,Masters
STU12557,23,Male,Medium,10.6,High-Speed,High School
STU12558,21,Male,Medium,2.6,Limited,Bachelors
STU12559,24,Female,Medium,5.5,Moderate,High School
STU12560,25,Female,Low,0.2,High-Speed,High School
STU12561,22,Female,Low,1.6,High-Speed,Bachelors
STU12562,20,Male,Medium,0.9,Moderate,Bachelors
STU12563,25,Male,Low,2.6,Moderate,High School
STU12564,20,Male,Low,1.0,Limited,Bachelors
STU12565,18,Male,Medium,11.2,High-Speed,High School
STU12566,20,Male,Medium,0.3,High-Speed,High School
STU12567,21,Male,Medium,9.1,Moderate,Masters
STU12568,18,Female,Medium,1.4,High-Speed,Masters
STU12569,23,Female,High,27.6,High-Speed,Bachelors
STU12570,25,Male,High,25.7,High-Speed,High School
STU12571,25,Female,High,2.4,High-Speed,High School
STU12572,22,Male,Medium,9.1,High-Speed,Doctorate
STU12573,18,Male,Medium,0.3,Moderate,High School
STU12574,23,Male,High,25.5,Moderate,Masters
STU12575,25,Female,Low,7.0,High-Speed,High School
STU12576,18,Female,Low,0.4,High-Speed,Doctorate
STU12577,19,Female,Medium,4.0,High-Speed,High School
STU12578,19,Male,Low,0.8,Moderate,High School
STU12579,18,Female,High,4.7,High-Speed,Bachelors
STU12580,25,Male,Medium,10.5,Moderate,Doctorate
STU12581,24,Female,Medium,6.0,High-Speed,Doctorate
STU12582,20,Female,Medium,4.6,High-Speed,Bachelors
STU12583,19,Male,Medium,1.2,Moderate,Bachelors
STU12584,24,Female,Low,2.7,High-Speed,Bachelors
STU12585,24,Female,Medium,1.0,High-Speed,Bachelors
STU12586,22,Male,Medium,15.7,High-Speed,Masters
STU12587,23,Female,Medium,1.4,High-Speed,Bachelors
STU12588,21,Male,Medium,8.6,High-Speed,Bachelors
STU12589,19,Female,Low,4.0,High-Speed,Bachelors
STU12590,18,Female,Low,2.4,Moderate,Bachelors
STU12591,20,Female,Low,9.7,Moderate,Masters
STU12592,21,Female,Medium,5.8,Moderate,High School
STU12593,23,Female,High,4.9,High-Speed,High School
STU12594,24,Male,High,8.5,Moderate,Bachelors
STU12595,23,Female,Medium,6.4,High-Speed,High School
STU12596,25,Male,Medium,3.4,High-Speed,Bachelors
STU12597,19,Female,Medium,7.8,High-Speed,Masters
STU12598,23,Male,Low,10.5,Limited,Bachelors
STU12599,23,Male,Low,0.3,High-Speed,Masters
STU12600,20,Female,High,6.0,Limited,High School
STU12601,25,Male,Medium,0.6,High-Speed,Masters
STU12602,25,Female,High,2.0,High-Speed,Bachelors
STU12603,24,Male,Medium,7.8,High-Speed,High School
STU12604,20,Male,Medium,19.1,Moderate,Bachelors
STU12605,20,Female,Low,20.4,High-Speed,Doctorate
STU12606,18,Male,Low,0.7,Moderate,High School
STU12607,23,Male,Medium,5.2,Moderate,Bachelors
STU12608,23,Female,Medium,8.3,Moderate,Masters
STU12609,25,Male,Low,1.5,High-Speed,High School
STU12610,23,Female,Low,13.8,Limited,Bachelors
STU12611,22,Male,Low,13.0,Moderate,Bachelors
STU12612,20,Male,Medium,22.2,High-Speed,High School
STU12613,21,Female,Medium,0.1,Moderate,Bachelors
STU12614,25,Male,Low,2.3,High-Speed,High School
STU12615,19,Male,Low,16.7,High-Speed,Bachelors
STU12616,25,Male,Low,10.5,High-Speed,High School
STU12617,24,Male,Medium,21.4,High-Speed,High School
STU12618,21,Female,Low,0.6,High-Speed,Bachelors
STU12619,24,Male,Medium,8.6,High-Speed,High School
STU12620,18,Female,Low,8.0,Moderate,High School
STU12621,18,Female,Low,0.3,Limited,Masters
STU12622,24,Male,High,6.8,Limited,Masters
STU12623,23,Female,Medium,8.9,High-Speed,Masters
STU12624,21,Male,Low,2.0,Moderate,Bachelors
STU12625,23,Female,High,3.0,High-Speed,Masters
STU12626,25,Male,Medium,9.7,Moderate,Masters
STU12627,22,Female,High,6.0,High-Speed,Bachelors
STU12628,18,Female,Medium,18.5,High-Speed,High School
STU12629,18,Male,Medium,4.0,Moderate,High School
STU12630,21,Female,High,2.9,High-Speed,Bachelors
STU12631,18,Female,Low,39.8,High-Speed,Masters
STU12632,22,Male,Medium,23.0,Moderate,Bachelors
STU12633,22,Male,Medium,0.3,High-Speed,Bachelors
STU12634,22,Female,Low,14.0,High-Speed,High School
STU12635,19,Female,Low,1.1,High-Speed,High School
STU12636,22,Female,Low,0.3,High-Speed,Bachelors
STU12637,22,Female,Medium,3.0,High-Speed,Doctorate
STU12638,19,Female,Medium,3.0,Moderate,High School
STU12639,23,Female,Medium,16.3,High-Speed,Masters
STU12640,25,Male,Low,11.8,Moderate,High School
STU12641,20,Male,Medium,38.0,High-Speed,Bachelors
STU12642,18,Female,High,11.8,High-Speed,Bachelors
STU12643,22,Female,Medium,5.1,Moderate,Masters
STU12644,18,Male,Medium,11.4,Moderate,High School
STU12645,21,Male,Medium,71.5,Moderate,High School
STU12646,18,Female,Medium,11.8,Limited,High School
STU12647,24,Female,Medium,13.6,High-Speed,Masters
STU12648,23,Male,High,26.5,High-Speed,High School
STU12649,25,Male,Medium,1.1,Moderate,High School
STU12650,19,Male,High,11.6,High-Speed,Bachelors
STU12651,18,Male,Low,18.1,High-Speed,Bachelors
STU12652,18,Male,Low,29.3,High-Speed,Masters
STU12653,18,Male,Low,2.3,Moderate,Masters
STU12654,20,Female,Medium,6.7,High-Speed,Bachelors
STU12655,20,Male,Medium,10.8,High-Speed,Masters
STU12656,21,Female,Low,2.7,High-Speed,Bachelors
STU12657,19,Female,Low,8.7,Moderate,High School
STU12658,18,Male,High,2.8,High-Speed,Masters
STU12659,18,Female,High,3.9,High-Speed,Bachelors
STU12660,18,Male,Medium,5.5,Moderate,Bachelors
STU12661,18,Female,Medium,7.2,Limited,Bachelors
STU12662,20,Male,Medium,5.7,Moderate,Bachelors
STU12663,23,Female,Medium,6.5,Moderate,High School
STU12664,23,Female,High,3.4,High-Speed,Bachelors
STU12665,21,Male,Low,1.6,High-Speed,Masters
STU12666,24,Male,Medium,0.5,High-Speed,Bachelors
STU12667,22,Female,Medium,2.1,Moderate,High School
STU12668,19,Female,Medium,8.3,High-Speed,Doctorate
STU12669,23,Male,Medium,14.7,Moderate,High School
STU12670,24,Female,Medium,1.8,Limited,High School
STU12671,25,Male,Low,1.1,High-Speed,High School
STU12672,25,Female,Medium,13.1,High-Speed,High School
STU12673,18,Male,Low,3.5,High-Speed,Bachelors
STU12674,25,Female,Low,28.7,High-Speed,Bachelors
STU12675,23,Male,Low,11.9,High-Speed,Masters
STU12676,21,Male,Medium,3.8,Moderate,Doctorate
STU12677,22,Male,Medium,3.2,High-Speed,Masters
STU12678,23,Male,Medium,7.0,High-Speed,Bachelors
STU12679,21,Female,Medium,0.8,High-Speed,Bachelors
STU12680,25,Male,Medium,1.2,Limited,Masters
STU12681,20,Female,Medium,1.8,Moderate,Bachelors
STU12682,22,Male,Medium,14.2,Limited,Bachelors
STU12683,21,Male,Medium,6.9,Limited,Bachelors
STU12684,24,Male,Medium,0.1,High-Speed,High School
STU12685,23,Male,Medium,10.6,High-Speed,Bachelors
STU12686,20,Male,High,5.2,High-Speed,Bachelors
STU12687,24,Male,High,6.8,High-Speed,Bachelors
STU12688,21,Female,Low,2.3,Moderate,High School
STU12689,21,Male,Low,7.6,High-Speed,Bachelors
STU12690,25,Female,Medium,36.8,High-Speed,Masters
STU12691,24,Female,Medium,0.7,Moderate,Doctorate
STU12692,23,Male,Low,3.2,Moderate,High School
STU12693,22,Male,High,2.6,Moderate,High School
STU12694,20,Female,Low,2.7,High-Speed,Bachelors
STU12695,25,Female,High,4.5,Moderate,Bachelors
STU12696,18,Female,Medium,16.2,High-Speed,High School
STU12697,19,Male,Medium,23.2,High-Speed,High School
STU12698,22,Female,Low,2.1,Moderate,Masters
STU12699,25,Female,Low,7.4,Limited,Bachelors
STU12700,20,Female,Medium,9.6,High-Speed,Bachelors
STU12701,24,Female,Low,7.0,High-Speed,Bachelors
STU12702,21,Male,Medium,5.4,High-Speed,Bachelors
STU12703,24,Male,Medium,2.0,High-Speed,High School
STU12704,25,Female,Low,6.4,Moderate,Bachelors
STU12705,20,Female,Low,4.9,High-Speed,High School
STU12706,24,Male,Medium,15.1,Moderate,Bachelors
STU12707,24,Male,Low,13.7,Moderate,High School
STU12708,19,Male,Low,1.4,High-Speed,Bachelors
STU12709,23,Male,Medium,0.9,High-Speed,Bachelors
STU12710,25,Female,High,22.7,High-Speed,High School
STU12711,19,Female,Medium,7.3,High-Speed,High School
STU12712,25,Male,Low,18.5,High-Speed,High School
STU12713,18,Male,Medium,0.6,High-Speed,Bachelors
STU12714,18,Male,High,7.1,Moderate,High School
STU12715,19,Male,Medium,7.4,High-Speed,High School
STU12716,22,Female,Medium,18.7,Moderate,Bachelors
STU12717,22,Female,Medium,1.0,High-Speed,Bachelors
STU12718,24,Female,Medium,2.6,Moderate,High School
STU12719,24,Male,Low,5.0,Limited,Bachelors
STU12720,21,Female,Medium,19.1,High-Speed,Masters
STU12721,18,Female,Medium,26.6,Moderate,Masters
STU12722,25,Female,High,46.8,Moderate,High School
STU12723,21,Male,Low,30.4,Moderate,Masters
STU12724,18,Male,Low,0.1,Moderate,Bachelors
STU12725,19,Male,Medium,0.5,High-Speed,Doctorate
STU12726,22,Male,Medium,1.5,High-Speed,Bachelors
STU12727,24,Male,Medium,4.1,High-Speed,Bachelors
STU12728,22,Male,Low,16.8,High-Speed,Bachelors
STU12729,19,Male,Low,21.2,Limited,Bachelors
STU12730,21,Female,Medium,2.0,Moderate,Bachelors
STU12731,21,Male,Medium,9.2,High-Speed,High School
STU12732,20,Male,High,23.7,Moderate,High School
STU12733,24,Female,Medium,5.9,Moderate,Bachelors
STU12734,24,Female,Medium,1.0,High-Speed,Masters
STU12735,25,Female,Medium,5.8,High-Speed,Bachelors
STU12736,24,Other,Medium,4.5,High-Speed,Bachelors
STU12737,18,Female,Medium,8.2,Moderate,Bachelors
STU12738,21,Female,High,5.5,Moderate,High School
STU12739,19,Male,Low,0.2,High-Speed,High School
STU12740,21,Male,Medium,48.6,High-Speed,Bachelors
STU12741,22,Male,Low,7.5,Moderate,Doctorate
STU12742,18,Male,Medium,6.1,Limited,High School
STU12743,24,Male,Medium,29.4,Moderate,Bachelors
STU12744,25,Female,Low,1.6,Moderate,High School
STU12745,25,Female,High,2.0,High-Speed,High School
STU12746,25,Female,Low,15.7,High-Speed,High School
STU12747,23,Male,Medium,2.9,High-Speed,Bachelors
STU12748,20,Female,High,15.3,Moderate,High School
STU12749,18,Female,Low,3.0,High-Speed,High School
STU12750,22,Male,Medium,0.3,Moderate,Bachelors
STU12751,24,Female,Low,6.9,High-Speed,Doctorate
STU12752,22,Male,Low,2.1,Moderate,High School
STU12753,22,Male,Medium,13.5,High-Speed,Bachelors
STU12754,24,Female,High,9.7,High-Speed,High School
STU12755,22,Male,Low,24.4,Moderate,Masters
STU12756,25,Male,Medium,14.5,High-Speed,Bachelors
STU12757,19,Female,Medium,1.9,Limited,Masters
STU12758,20,Female,High,15.3,High-Speed,High School
STU12759,23,Male,Low,9.8,High-Speed,Bachelors
STU12760,22,Male,Medium,10.5,Moderate,Bachelors
STU12761,22,Male,Medium,17.0,Moderate,High School
STU12762,21,Female,Medium,8.1,High-Speed,High School
STU12763,20,Male,High,6.0,Limited,Bachelors
STU12764,18,Male,High,9.6,High-Speed,Bachelors
STU12765,20,Female,Low,3.4,High-Speed,High School
STU12766,20,Female,Medium,1.9,High-Speed,Bachelors
STU12767,24,Male,Medium,9.1,High-Speed,High School
STU12768,24,Female,Medium,2.5,High-Speed,High School
STU12769,24,Female,Medium,0.8,High-Speed,Bachelors
STU12770,23,Male,Medium,0.0,High-Speed,High School
STU12771,25,Male,Medium,8.9,Moderate,Bachelors
STU12772,20,Female,High,4.3,High-Speed,High School
STU12773,23,Male,Low,13.3,Limited,Bachelors
STU12774,22,Female,High,4.5,Moderate,Bachelors
STU12775,24,Male,Medium,6.3,High-Speed,Doctorate
STU12776,22,Male,Medium,5.0,High-Speed,High School
STU12777,24,Male,High,10.0,High-Speed,Bachelors
STU12778,19,Male,Medium,4.2,Moderate,High School
STU12779,23,Male,Medium,31.5,High-Speed,Bachelors
STU12780,23,Male,Medium,26.1,High-Speed,Bachelors
STU12781,25,Female,Medium,17.9,Limited,High School
STU12782,18,Other,High,24.0,Moderate,Bachelors
STU12783,21,Female,High,5.7,High-Speed,High School
STU12784,20,Female,Low,7.3,High-Speed,High School
STU12785,18,Male,Low,12.9,Moderate,High School
STU12786,23,Female,Medium,11.3,Moderate,Bachelors
STU12787,18,Male,Low,21.0,High-Speed,Bachelors
STU12788,19,Female,Medium,12.0,High-Speed,High School
STU12789,21,Other,Low,58.5,Moderate,Bachelors
STU12790,25,Female,Medium,4.1,Moderate,High School
STU12791,23,Other,Low,17.0,Moderate,High School
STU12792,23,Female,Medium,11.4,High-Speed,Bachelors
STU12793,20,Male,Medium,11.2,Limited,Bachelors
STU12794,25,Male,Medium,3.7,High-Speed,High School
STU12795,25,Female,High,14.6,High-Speed,High School
STU12796,24,Male,High,21.9,Moderate,Masters
STU12797,21,Female,Medium,2.3,High-Speed,High School
STU12798,19,Other,Low,9.3,Moderate,High School
STU12799,22,Male,High,4.7,High-Speed,Bachelors
STU12800,18,Female,High,43.3,Moderate,Bachelors
STU12801,25,Female,High,6.2,High-Speed,Bachelors
STU12802,20,Female,Low,2.5,Moderate,Masters
STU12803,23,Female,High,4.6,High-Speed,High School
STU12804,22,Female,Low,10.1,Moderate,Bachelors
STU12805,19,Female,Medium,0.8,Moderate,High School
STU12806,21,Female,High,8.8,High-Speed,Bachelors
STU12807,25,Male,Low,25.4,High-Speed,Masters
STU12808,18,Male,High,18.0,High-Speed,Bachelors
STU12809,25,Female,Medium,0.7,Moderate,Bachelors
STU12810,20,Male,High,47.7,High-Speed,Masters
STU12811,25,Female,Low,11.4,High-Speed,High School
STU12812,25,Female,High,1.7,High-Speed,Bachelors
STU12813,25,Male,Low,0.1,Limited,Masters
STU12814,23,Female,Medium,1.8,High-Speed,Bachelors
STU12815,23,Female,Medium,17.3,High-Speed,High School
STU12816,22,Female,Medium,0.2,Moderate,High School
STU12817,22,Male,Low,2.5,Moderate,High School
STU12818,18,Male,Medium,13.5,High-Speed,High School
STU12819,21,Male,Low,8.4,Limited,Bachelors
STU12820,19,Female,Medium,14.5,Moderate,High School
STU12821,24,Male,Low,13.0,High-Speed,High School
STU12822,21,Female,High,0.5,High-Speed,Bachelors
STU12823,21,Male,Low,21.2,Moderate,Bachelors
STU12824,21,Male,Low,2.4,High-Speed,Bachelors
STU12825,24,Female,Low,7.7,High-Speed,Bachelors
STU12826,18,Female,Medium,9.8,High-Speed,High School
STU12827,24,Male,Low,1.8,Moderate,High School
STU12828,18,Male,Medium,35.5,High-Speed,High School
STU12829,24,Male,High,6.4,Moderate,Bachelors
STU12830,19,Male,Medium,0.6,High-Speed,High School
STU12831,25,Female,Medium,26.3,Moderate,Bachelors
STU12832,21,Male,Low,8.4,Moderate,High School
STU12833,25,Male,Medium,11.4,High-Speed,Masters
STU12834,18,Male,Low,7.1,Moderate,Bachelors
STU12835,24,Female,Medium,17.1,High-Speed,Bachelors
STU12836,19,Other,Low,0.3,Moderate,Bachelors
STU12837,24,Male,Medium,3.0,High-Speed,Bachelors
STU12838,25,Female,Medium,6.0,High-Speed,Bachelors
STU12839,23,Male,High,0.8,Limited,Masters
STU12840,19,Male,Low,11.6,Limited,Bachelors
STU12841,21,Female,Medium,4.8,High-Speed,Masters
STU12842,20,Female,Low,3.0,High-Speed,High School
STU12843,21,Female,Medium,0.0,High-Speed,Masters
STU12844,20,Female,High,12.1,Moderate,High School
STU12845,19,Male,Medium,17.0,High-Speed,High School
STU12846,23,Female,Medium,4.8,High-Speed,Bachelors
STU12847,25,Male,High,7.9,High-Speed,High School
STU12848,23,Female,Medium,2.5,Limited,High School
STU12849,18,Male,Medium,9.2,High-Speed,High School
STU12850,23,Female,Medium,0.1,High-Speed,Bachelors
STU12851,22,Male,Medium,6.4,High-Speed,Masters
STU12852,19,Male,Low,9.8,High-Speed,Bachelors
STU12853,25,Female,High,23.8,Moderate,Masters
STU12854,25,Male,Medium,4.6,Limited,Bachelors
STU12855,18,Female,Low,13.8,Moderate,High School
STU12856,25,Male,Medium,8.6,High-Speed,High School
STU12857,23,Male,Medium,24.9,Moderate,Bachelors
STU12858,19,Male,Low,4.8,High-Speed,High School
STU12859,21,Male,Medium,3.7,High-Speed,High School
STU12860,23,Female,High,20.7,Limited,Bachelors
STU12861,24,Male,High,0.5,High-Speed,Bachelors
STU12862,20,Female,High,1.4,High-Speed,High School
STU12863,19,Female,High,0.8,Limited,Masters
STU12864,25,Male,Low,17.6,High-Speed,Bachelors
STU12865,18,Female,Medium,0.1,Moderate,Bachelors
STU12866,21,Female,High,18.8,Limited,Doctorate
STU12867,22,Female,Medium,5.7,High-Speed,High School
STU12868,21,Male,Medium,0.0,High-Speed,Bachelors
STU12869,23,Male,Medium,4.9,High-Speed,Masters
STU12870,20,Female,Medium,2.0,High-Speed,Bachelors
STU12871,21,Female,High,9.3,High-Speed,Bachelors
STU12872,22,Female,Medium,10.8,Moderate,Bachelors
STU12873,24,Male,Medium,6.4,High-Speed,Bachelors
STU12874,18,Female,High,0.4,High-Speed,High School
STU12875,19,Male,Medium,10.1,High-Speed,Doctorate
STU12876,20,Female,Low,17.5,High-Speed,Masters
STU12877,22,Male,Medium,12.1,Moderate,Masters
STU12878,25,Female,High,16.8,High-Speed,Bachelors
STU12879,23,Male,Medium,2.1,Moderate,High School
STU12880,23,Male,Medium,20.9,High-Speed,High School
